command,u,v,travel_time,energy_cost,congestion,install_cost,capacity,price
ROAD,135,822,86,1.157,52,2163,4,2.6
ROAD,846,655,3,3.799,55,43806,5,3.11
ROAD,198,295,82,2.717,72,43419,7,2.48
ROAD,349,569,44,0.888,95,42424,15,4.04
ROAD,313,377,35,0.596,0,19957,14,2.58
ROAD,158,136,63,0.313,61,4932,16,1.99
ROAD,507,315,3,1.179,34,21572,2,2.58
ROAD,826,230,35,4.338,67,39331,3,3.94
ROAD,993,349,48,0.522,34,41676,19,1.26
ROAD,663,10,46,4.418,50,9187,3,3.22
ROAD,12,650,1,2.519,82,23287,3,3.68
ROAD,611,523,80,3.986,19,31159,9,1.92
ROAD,290,554,54,3.202,66,15423,7,2.63
ROAD,38,304,75,2.988,64,17345,15,3.75
ROAD,488,649,16,0.806,12,11949,2,1.21
ROAD,234,287,31,1.337,57,38617,12,1.2
ROAD,269,325,59,2.461,8,15192,1,4.03
ROAD,505,869,65,1.929,100,24670,5,1.8
ROAD,840,463,9,0.538,71,35950,11,3
ROAD,629,964,9,3.153,27,9082,5,1.39
ROAD,496,955,25,3.059,61,40023,20,2.99
ROAD,829,797,6,1.823,35,14045,9,1.03
ROAD,570,720,79,2.435,86,15451,6,2.26
ROAD,956,250,35,3.238,20,21704,17,3.98
ROAD,705,53,66,0.572,50,31403,17,3.18
ROAD,351,362,6,1.826,38,15235,8,1.35
ROAD,15,430,48,1.074,54,39834,11,4.38
ROAD,215,455,41,3.925,64,15683,3,1.18
ROAD,96,27,9,2.805,88,8387,7,4.84
ROAD,750,116,65,1.018,41,10833,5,4.77
ROAD,283,124,75,1.329,70,6546,15,4.95
ROAD,196,232,24,3.3,21,17882,13,1.39
ROAD,317,683,3,2.66,14,31858,5,3.34
ROAD,232,277,38,3.687,4,13999,2,3.79
ROAD,374,366,11,2.719,20,26205,19,4.51
ROAD,566,731,89,3.84,77,14040,16,1.95
ROAD,553,562,23,3.624,52,2707,6,1.11
ROAD,645,922,41,0.957,83,35299,5,1.49
ROAD,873,168,34,3.885,5,23040,3,3.93
ROAD,395,497,15,3.187,47,40025,4,3.88
ROAD,269,484,22,4.083,52,15167,15,1.41
ROAD,664,321,1,1.575,57,37516,13,4.38
ROAD,914,19,88,1.486,49,38273,8,1.91
ROAD,181,439,61,0.334,84,17650,11,2.89
ROAD,55,533,23,4.065,19,49496,2,3.94
ROAD,695,71,52,2.332,32,35177,18,5
ROAD,497,215,85,4.369,86,5606,7,1.99
ROAD,521,121,28,2.599,54,3354,11,1.52
ROAD,151,500,39,1.366,66,6222,16,2.71
ROAD,436,547,38,3.144,85,33950,14,3.94
ROAD,277,697,48,3.81,86,6864,16,1.35
ROAD,378,817,23,4.03,5,4751,4,3.17
ROAD,939,486,68,4.067,76,49994,3,2.89
ROAD,994,794,12,1.381,49,38055,10,1.42
ROAD,649,171,76,2.746,14,4209,18,1.29
ROAD,24,843,30,3.429,31,21669,8,4.05
ROAD,783,556,12,4.467,37,37579,7,1.24
ROAD,724,159,80,4.183,3,38711,14,2.3
ROAD,688,131,29,0.992,37,1982,2,1.14
ROAD,764,332,39,4.085,74,36503,19,1.97
ROAD,725,3,20,1.565,28,33133,4,2.03
ROAD,991,147,43,1.932,38,6492,6,2.17
ROAD,92,465,38,3.944,96,38458,6,4.8
ROAD,972,644,52,0.496,2,16214,11,4.4
ROAD,475,569,38,0.942,32,18467,1,4.66
ROAD,108,253,17,3.499,92,33492,4,1.78
ROAD,28,899,9,0.237,29,18745,7,2.67
ROAD,891,241,5,1.045,49,30812,5,3.29
ROAD,11,663,60,1.884,80,48922,17,4.13
ROAD,634,592,51,0.668,72,40754,11,2.76
ROAD,950,767,7,1.367,41,31280,12,4.52
ROAD,674,3,15,2.045,25,3054,8,4.3
ROAD,869,95,21,2.705,95,10626,17,1.62
ROAD,30,440,27,1.966,61,27874,17,1.32
ROAD,119,997,4,3.741,36,7409,6,3.34
ROAD,702,407,58,4.255,51,43626,11,3.47
ROAD,461,87,84,3.927,5,47259,2,4
ROAD,869,309,49,3.979,50,1553,5,1.55
ROAD,957,609,43,2.528,49,33332,13,1.88
ROAD,654,442,5,2.588,98,25879,15,1.15
ROAD,630,394,2,0.487,17,4859,14,2.41
ROAD,210,125,89,3.562,32,28580,5,3.39
ROAD,223,792,34,2.755,20,9705,15,3.6
ROAD,468,106,26,2.836,42,48687,17,3.58
ROAD,420,790,8,1.765,76,34506,10,2.51
ROAD,90,524,62,2.389,86,46516,19,3.23
ROAD,696,667,69,1.925,65,5475,18,1.01
ROAD,713,889,81,2.481,43,42082,6,2.02
ROAD,61,470,65,3.09,28,16175,7,3.46
ROAD,646,895,35,1.427,69,26545,11,2.79
ROAD,689,705,75,1.094,19,10047,10,2.69
ROAD,904,292,55,3.812,34,42880,20,3.11
ROAD,282,879,5,3.203,33,22173,20,2.4
ROAD,562,190,52,3.839,38,46488,11,2.73
ROAD,935,984,12,4.243,65,7844,18,2.17
ROAD,300,297,58,2.519,90,17737,10,3.72
ROAD,183,207,43,3.949,30,10695,10,3.49
ROAD,887,244,23,2.842,64,4119,13,3.96
ROAD,270,840,66,3.427,69,23599,8,4.05
ROAD,267,107,86,3.967,74,21976,3,3.61
ROAD,904,358,53,2.628,63,39772,1,1.69
ROAD,465,70,85,2.238,6,37005,12,1.84
ROAD,959,84,90,2.299,12,41610,12,3.75
ROAD,923,219,50,3.902,78,11835,6,3.69
ROAD,49,436,5,3.807,71,27209,18,1.47
ROAD,669,26,21,3.856,30,34738,11,2.56
ROAD,195,602,34,3.36,100,34844,3,2.77
ROAD,552,199,72,2.645,25,45772,19,4.12
ROAD,608,137,2,1.694,87,14348,5,2.92
ROAD,110,713,7,3.544,31,9532,17,1.49
ROAD,484,711,7,0.494,86,41993,5,3.22
ROAD,81,447,12,1.146,68,26662,16,1.65
ROAD,973,616,63,1.435,35,29345,4,2.76
ROAD,957,740,58,0.32,72,14032,13,2.74
ROAD,148,176,4,2.347,6,8948,12,1.4
ROAD,797,824,28,3.699,34,10216,1,3.66
ROAD,129,836,58,1.513,54,13998,18,2.05
ROAD,448,754,48,2.356,28,1919,19,2.96
ROAD,664,712,28,3.361,87,7629,15,2.47
ROAD,875,191,72,0.558,79,11374,15,4.94
ROAD,3,985,77,0.564,51,8967,19,1.99
ROAD,520,658,6,0.495,24,11971,11,4.24
ROAD,629,872,90,3.725,30,41731,17,2.95
ROAD,255,341,9,4.117,53,18147,10,3.27
ROAD,706,913,33,0.386,17,44091,3,1.46
ROAD,168,281,29,1.725,72,10558,13,4.99
ROAD,985,863,64,3.732,72,35304,17,2.72
ROAD,496,17,55,4.329,31,29856,4,4.31
ROAD,655,818,64,1.551,43,16429,16,2.94
ROAD,426,615,54,2.052,31,30024,15,2.88
ROAD,936,323,58,3.587,51,29834,3,2.18
ROAD,253,883,33,4.487,62,3814,11,2.3
ROAD,173,631,61,1.437,79,32377,6,4.51
ROAD,560,200,80,1.554,98,21198,4,2.36
ROAD,279,467,5,4.213,71,16218,4,4.22
ROAD,364,480,36,2.129,91,31329,9,3.96
ROAD,728,935,55,3.98,72,34457,12,2.34
ROAD,684,554,43,2.263,40,23960,7,3.35
ROAD,557,429,38,1.737,9,12192,16,4.47
ROAD,455,285,71,3.327,27,30543,11,3.67
ROAD,395,195,70,0.405,7,32491,7,1.44
ROAD,820,771,34,4.33,64,36450,10,1.82
ROAD,462,830,60,1.819,92,42108,4,4.58
ROAD,418,824,59,2.645,89,26089,6,2.41
ROAD,786,978,65,3.293,60,10842,2,2.11
ROAD,20,908,66,1.816,15,29877,18,1.79
ROAD,24,373,26,2.251,32,6825,13,2.47
ROAD,31,604,74,2.07,60,15952,8,2.04
ROAD,525,359,67,2.432,86,33165,2,2.26
ROAD,602,697,68,1.302,51,7521,17,1.62
ROAD,746,250,66,1.488,49,32465,4,4.6
ROAD,433,474,61,1.829,66,42082,11,1.92
ROAD,264,882,48,0.517,4,5387,6,1.7
ROAD,588,975,10,1.478,86,43840,18,3.58
ROAD,929,967,27,3.373,37,2180,19,4.81
ROAD,506,345,62,2.643,83,8331,5,4.22
ROAD,845,91,35,0.624,83,21370,19,1.27
ROAD,803,451,38,1.924,78,31764,12,3.87
ROAD,821,875,44,3.062,60,28978,5,2.48
ROAD,385,14,67,2.024,41,41482,8,2.46
ROAD,57,719,12,1.877,19,22427,13,1.1
ROAD,233,494,11,3.935,66,48240,5,2.85
ROAD,154,493,19,2.068,61,23515,9,4.59
ROAD,40,323,41,3.564,58,22778,9,2.67
ROAD,537,806,27,0.748,85,28225,17,4.66
ROAD,332,7,71,0.626,79,48699,15,4.64
ROAD,556,186,48,1.079,94,27332,16,2.05
ROAD,893,454,81,2.32,91,26964,19,2.08
ROAD,761,893,43,1.923,48,14894,17,1.49
ROAD,115,184,82,0.28,43,36100,7,3.49
ROAD,993,936,14,2.5,2,32393,5,1.28
ROAD,959,600,58,1.439,94,21971,20,3.44
ROAD,298,710,19,2.879,100,33509,3,4.38
ROAD,225,76,47,2.123,27,16240,13,3.48
ROAD,394,302,21,1.486,33,22635,5,4.73
ROAD,954,519,83,1.587,62,13627,11,1.53
ROAD,237,848,62,2.568,36,39594,20,3.9
ROAD,127,137,80,0.609,77,24883,14,2.73
ROAD,788,3,66,4.096,86,27831,7,3.2
ROAD,936,117,43,1.958,99,30139,6,4.7
ROAD,956,726,1,4.191,58,1707,16,4.9
ROAD,745,987,90,2.222,63,3565,10,1.61
ROAD,397,425,15,3.38,48,45192,18,4.63
ROAD,795,584,47,3.481,9,32139,3,1.91
ROAD,903,258,22,3.78,83,15434,10,4.61
ROAD,963,315,72,3.066,79,37417,5,4.44
ROAD,38,306,5,3.268,94,20481,20,3.42
ROAD,667,882,13,0.576,38,43445,12,1.85
ROAD,871,619,7,3.224,56,43115,6,4.13
ROAD,467,41,52,0.682,74,46289,16,3.04
ROAD,460,620,1,2.021,61,36123,3,4.09
ROAD,313,755,88,2.262,32,3316,3,1.3
ROAD,818,872,58,3.477,77,34798,20,1.79
ROAD,107,673,50,3.754,38,34422,17,2.86
ROAD,885,840,72,3.67,80,32533,4,1.64
ROAD,787,802,37,3.105,8,7575,8,2.26
ROAD,217,47,26,2.21,42,3170,12,2.06
ROAD,75,902,71,0.525,34,38396,20,3.3
ROAD,577,361,69,4.235,35,45531,11,1.02
ROAD,279,255,83,0.31,8,1428,6,4.85
ROAD,317,619,8,1.876,23,2605,6,3.25
ROAD,309,634,24,4.146,78,15823,9,4.54
ROAD,233,883,75,2.402,38,19146,5,3.01
ROAD,420,990,87,4.062,56,12879,6,1.18
ROAD,912,349,39,3.014,9,31673,8,4.54
ROAD,984,564,87,0.598,90,19020,15,1.62
ROAD,72,714,30,3.54,92,17204,20,3.92
ROAD,465,311,76,4.247,41,24905,1,1.98
ROAD,455,63,53,3.925,38,13264,15,1.71
ROAD,909,50,16,2.134,30,13472,3,2.14
ROAD,738,773,75,3.97,46,44215,20,3.73
ROAD,238,4,58,0.927,35,40614,6,1.53
ROAD,530,20,3,2.746,10,35355,6,4.97
ROAD,378,699,82,1.16,21,36578,15,4.29
ROAD,833,340,4,3.18,95,10356,19,4.01
ROAD,948,564,85,0.431,53,37793,2,2.7
ROAD,663,572,22,3.107,63,611,14,1.42
ROAD,146,743,50,3.67,74,38644,5,2.45
ROAD,997,520,30,3.996,89,40265,5,3.72
ROAD,606,715,31,2.306,29,23366,8,2.61
ROAD,80,130,84,3.394,88,5183,11,3.39
ROAD,55,204,80,0.935,40,48839,16,1.81
ROAD,777,665,16,2.637,20,47446,11,1.59
ROAD,329,382,64,2.612,0,13765,12,4.15
ROAD,440,122,17,2.373,94,13186,3,3.95
ROAD,598,453,49,4.323,3,46862,3,2.65
ROAD,758,208,81,0.408,8,29742,1,2.14
ROAD,180,397,19,0.297,99,24224,17,2.01
ROAD,781,923,36,0.447,90,40145,9,3.53
ROAD,30,829,80,2.517,73,40507,19,3.2
ROAD,913,869,66,2.647,66,12713,4,3.73
ROAD,376,967,14,3.933,22,49477,17,2.23
ROAD,380,446,20,2.58,62,2396,9,3.91
ROAD,422,564,58,2.101,45,29772,12,1.56
ROAD,303,703,45,3.306,90,11073,14,1.44
ROAD,57,561,19,4.473,34,41117,14,1.53
ROAD,39,286,48,3.26,8,18914,13,1.13
ROAD,374,865,31,2.485,84,35650,13,3.71
ROAD,708,774,49,3.918,73,30738,4,1.15
ROAD,322,527,58,2.237,60,47085,16,2.87
ROAD,720,776,6,3.755,57,38940,14,3.27
ROAD,498,85,27,4.138,37,20359,16,1.03
ROAD,741,79,47,4.069,2,13649,5,4.48
ROAD,223,553,41,1.482,53,39765,3,3.48
ROAD,490,941,45,0.553,51,10840,13,2.44
ROAD,830,878,36,2.71,44,14532,7,4.53
ROAD,195,90,13,0.55,41,32610,16,4.19
ROAD,409,544,49,2.767,72,19640,14,2.03
ROAD,285,624,59,3.429,36,9149,5,2.72
ROAD,207,101,84,2.168,24,23065,10,4.77
ROAD,176,69,84,3.762,33,14273,10,3.7
ROAD,891,415,77,4.368,5,46419,13,1.1
ROAD,781,335,68,1.05,20,12208,8,4.14
ROAD,575,524,81,4.245,86,3840,9,4.23
ROAD,19,538,27,4.392,41,46507,9,4.41
ROAD,271,230,18,3.855,2,42304,17,1.68
ROAD,562,785,63,2.631,63,38569,13,1.45
ROAD,204,233,31,1.639,20,37884,13,3.22
ROAD,965,405,27,3.712,22,32106,10,3.12
ROAD,279,667,57,1.822,56,17042,12,4.97
ROAD,611,776,88,0.561,8,32580,12,4.86
ROAD,807,962,56,3.876,55,30521,19,1.39
ROAD,316,307,72,0.229,26,1710,19,4.2
ROAD,949,863,9,2.023,29,33947,5,3.36
ROAD,13,290,8,3.234,86,38698,15,2.35
ROAD,777,418,68,3.096,78,47498,20,3.78
ROAD,868,686,62,1.012,43,23345,4,2.69
ROAD,430,122,68,0.885,26,23139,11,4.77
ROAD,433,748,25,4.188,99,47261,15,2.35
ROAD,577,191,39,0.387,12,17790,16,3.6
ROAD,177,791,56,2.459,70,25950,8,3.69
ROAD,566,977,19,3.876,60,13829,15,4.99
ROAD,425,731,28,2.841,21,10961,8,2.05
ROAD,504,60,47,4.281,8,21708,1,3.99
ROAD,715,625,15,3.316,94,40106,3,1.11
ROAD,484,740,63,1.657,56,33257,5,4.71
ROAD,137,257,20,4.35,82,45242,11,1.47
ROAD,22,603,48,3.779,40,10026,2,3.3
ROAD,511,833,72,1.172,72,41963,18,3.95
ROAD,111,155,54,2.681,38,33217,10,1.77
ROAD,579,643,78,1.501,58,45450,15,3.26
ROAD,935,77,50,1.173,27,2939,12,4.16
ROAD,474,456,47,2.202,69,6151,11,2.46
ROAD,664,597,22,3.812,44,7950,8,2.37
ROAD,480,660,79,3.809,50,33731,12,3.54
ROAD,671,271,19,2.556,79,43968,15,4.21
ROAD,212,351,37,2.595,27,39638,20,2.55
ROAD,659,352,13,0.522,66,45002,16,3.98
ROAD,150,412,85,1.957,30,46523,8,4.36
ROAD,765,937,1,1.087,70,29057,1,3.46
ROAD,350,746,72,3.029,7,37315,1,2.99
ROAD,313,71,82,0.32,78,17159,18,3.16
ROAD,384,644,6,3.255,83,28793,16,4.69
ROAD,46,372,41,1.4,18,35403,15,4.36
ROAD,778,568,64,3.864,88,10048,17,2.41
ROAD,999,506,72,1.447,11,29330,18,1.79
ROAD,503,674,28,2.657,74,503,8,4.56
ROAD,777,316,16,2.758,58,30572,7,1.66
ROAD,484,179,30,1.272,60,24433,8,2.59
ROAD,902,71,48,1.094,25,10679,6,3.96
ROAD,197,500,62,4.161,83,29607,17,1.45
ROAD,389,217,34,3.558,13,5515,17,3.74
ROAD,260,432,28,3.664,62,3437,9,3.07
ROAD,970,779,27,3.694,11,29283,15,2.85
ROAD,490,838,14,3.781,99,47907,3,4.47
ROAD,579,172,15,4.5,42,30259,4,4.25
ROAD,534,229,2,0.278,87,45524,17,2.15
ROAD,300,681,54,3.304,70,18558,18,3.98
ROAD,406,109,80,1.095,14,24033,3,3.95
ROAD,127,135,9,1.864,20,45621,15,3.04
ROAD,216,872,40,2.26,54,42629,12,4.46
ROAD,635,753,84,2.008,72,44750,20,1.23
ROAD,706,236,27,1.221,5,1735,4,3.52
ROAD,972,492,20,2.251,49,18468,18,2.13
ROAD,747,79,56,1.866,51,45556,20,1.45
ROAD,215,343,84,2.473,82,45584,4,1.03
ROAD,197,454,70,3.601,37,29599,19,2.72
ROAD,471,683,11,3.251,91,27940,9,3.65
ROAD,267,697,6,4.093,52,47250,2,4.63
ROAD,443,271,60,0.714,52,5556,6,2.19
ROAD,534,147,74,3.87,54,48326,2,4.44
ROAD,726,682,70,0.629,29,43987,11,2.44
ROAD,670,716,18,1.237,56,6691,5,1.28
ROAD,392,873,18,1.173,18,18557,6,2.82
ROAD,654,391,40,1.841,19,34523,14,1.88
ROAD,918,805,12,3.694,66,26402,1,4.59
ROAD,180,27,41,2.569,23,42241,18,3.98
ROAD,374,796,8,1.258,83,9011,12,2.93
ROAD,181,649,67,1.251,100,34688,2,1.26
ROAD,480,394,60,1.103,58,29980,16,4.68
ROAD,459,553,26,3.817,75,37035,19,2.74
ROAD,767,619,78,2.564,68,32633,14,1.35
ROAD,230,152,25,3.086,4,35107,10,1.03
ROAD,376,213,12,1.901,99,39435,14,3.81
ROAD,590,673,31,3.13,85,40221,1,2.64
ROAD,720,819,13,2.224,20,31478,3,2.7
ROAD,656,730,54,0.477,13,12058,18,3.44
ROAD,888,447,58,4.285,64,13315,4,1.38
ROAD,575,545,60,0.904,44,33703,13,1.23
ROAD,235,81,81,3.176,47,42817,20,4.92
ROAD,929,298,33,4.413,64,32616,10,2.55
ROAD,194,295,9,0.411,75,18312,16,3.24
ROAD,245,304,64,4.038,85,2461,3,2.37
ROAD,688,999,36,4.211,25,12361,8,4.62
ROAD,219,962,85,2.435,71,15874,6,1.24
ROAD,30,839,5,3.993,43,11585,8,2.29
ROAD,799,619,13,1.838,1,12803,5,4.37
ROAD,836,810,20,1.75,38,35601,8,4.22
ROAD,641,467,1,2.157,1,14601,9,4.15
ROAD,264,361,23,3.637,11,26763,6,4.59
ROAD,676,801,89,4.383,55,46082,12,2.28
ROAD,633,19,84,1.209,28,46214,9,3.59
ROAD,431,435,27,3.561,81,47057,7,2.81
ROAD,413,753,12,3.416,50,8248,2,2.55
ROAD,483,107,45,3.941,67,42607,12,3.39
ROAD,703,610,57,4.141,78,26869,15,1.21
ROAD,867,734,1,1.318,60,16004,17,2.45
ROAD,563,596,45,0.594,24,8329,12,4.3
ROAD,904,587,59,2.797,89,41281,16,2.14
ROAD,583,41,73,3.81,16,21938,15,3.7
ROAD,123,221,87,4.356,74,32925,5,1.1
ROAD,800,655,24,3.857,82,47960,3,2.62
ROAD,622,667,35,0.231,53,24075,18,3.24
ROAD,572,784,51,2.314,20,15211,13,3.21
ROAD,781,942,48,2.024,49,18494,12,4.88
ROAD,319,936,23,3.968,30,23996,9,4.98
ROAD,383,541,44,2.225,68,38677,3,2.22
ROAD,334,947,52,1.772,65,25853,10,1.33
ROAD,507,123,44,0.217,14,42030,11,4.07
ROAD,875,668,86,2.614,99,34070,1,1.88
ROAD,929,832,9,3.418,82,5273,5,3.17
ROAD,136,333,82,3.455,66,10148,13,4.71
ROAD,588,264,79,2.503,36,21333,6,3.61
ROAD,357,533,21,2.964,15,6583,15,2.68
ROAD,834,352,67,1.58,100,10472,3,4.46
ROAD,118,517,27,1.708,43,15573,17,3.69
ROAD,250,536,90,3.406,60,10573,11,2.7
ROAD,795,155,12,3.648,39,19361,12,1.41
ROAD,879,175,53,3.986,21,7974,10,2.07
ROAD,558,93,9,3.928,68,37108,20,1.57
ROAD,826,697,55,0.229,17,26804,4,1.57
ROAD,501,703,23,3.935,34,41524,2,4.15
ROAD,253,548,31,3.577,46,34373,11,4.28
ROAD,459,462,31,2,80,44284,10,1.1
ROAD,599,807,49,2.944,56,19170,15,1.6
ROAD,522,207,73,0.859,73,28858,6,4.31
ROAD,581,949,69,2.282,21,18441,5,4.7
ROAD,922,250,62,0.914,67,7891,20,1.28
ROAD,623,116,47,1.107,24,8671,13,3.98
ROAD,86,944,78,3.948,79,31826,12,4.62
ROAD,175,224,72,0.686,67,15618,5,2.53
ROAD,555,804,14,3.949,70,45293,15,4.68
ROAD,829,717,40,1.096,87,23584,11,1.01
ROAD,42,272,60,3.736,69,2020,19,3.25
ROAD,966,491,1,4.485,7,14138,5,3.56
ROAD,94,825,72,4.356,73,6544,9,2.51
ROAD,990,621,11,1.105,56,25487,15,4.77
ROAD,874,414,13,2.919,29,19387,9,3.04
ROAD,884,506,40,3.711,89,46992,19,2.3
ROAD,574,370,46,1.275,53,23593,9,2.99
ROAD,593,707,66,0.213,11,25217,11,3.35
ROAD,985,117,59,1.236,86,17603,9,4.4
ROAD,758,850,36,0.204,56,40848,17,2.39
ROAD,632,361,73,2.172,30,42090,10,3.59
ROAD,527,935,26,4.02,54,43267,17,4.22
ROAD,899,787,82,3.448,72,10503,1,1.23
ROAD,567,978,88,1.948,77,16236,7,3.34
ROAD,686,720,14,0.337,87,27445,8,1.31
ROAD,216,414,18,4.412,53,2066,5,1.35
ROAD,318,140,21,3.595,32,31124,10,1.72
ROAD,72,204,51,3.282,0,29529,20,1.35
ROAD,517,851,89,3.501,62,19795,2,2.96
ROAD,291,864,30,4.05,92,14486,6,1.81
ROAD,725,232,70,3.1,66,41536,6,3.11
ROAD,572,120,25,0.769,24,28397,11,2.69
ROAD,111,428,43,1.764,63,21123,12,3.99
ROAD,65,202,10,2.022,45,48359,10,2.75
ROAD,916,943,15,1.182,23,36847,4,2.6
ROAD,945,538,79,2.348,57,30381,16,1.91
ROAD,679,342,73,3.128,45,20084,5,2.56
ROAD,356,562,8,3.625,45,3730,6,4.07
ROAD,622,434,66,1.303,42,47784,19,2.36
ROAD,143,61,70,1.51,88,33346,15,4.68
ROAD,276,37,5,1.84,52,25048,17,1.11
ROAD,281,360,38,3.327,62,18737,9,4.14
ROAD,129,599,84,3.788,46,8360,10,1.87
ROAD,21,851,45,3.023,82,26130,2,4.83
ROAD,859,693,72,1.333,84,33747,6,3.73
ROAD,813,244,20,2,14,2840,6,3.25
ROAD,899,489,10,4.147,12,39633,10,2.82
ROAD,881,259,68,0.921,69,26630,3,1.8
ROAD,75,928,38,0.637,4,45913,1,1.91
ROAD,447,402,49,2.153,13,36799,10,4.54
ROAD,338,829,49,3.484,3,32254,13,2
ROAD,869,9,3,4.049,60,22577,11,1.32
ROAD,896,563,56,2.609,79,6620,2,1.09
ROAD,819,585,57,0.569,57,20278,15,2.77
ROAD,587,681,19,2.001,16,41178,13,3.92
ROAD,460,308,51,0.36,53,30294,19,4.44
ROAD,316,961,9,0.265,85,10324,17,2.32
ROAD,216,523,79,2.749,71,36174,15,3.88
ROAD,886,789,48,4.035,23,19406,1,4.94
ROAD,371,818,74,0.666,87,40476,12,3.46
ROAD,90,958,19,3.816,55,23558,4,2.95
ROAD,482,920,76,4.02,73,40138,3,3.26
ROAD,422,29,44,2.2,66,1625,15,4.27
ROAD,771,750,89,2.524,100,18809,18,1.55
ROAD,232,468,24,3.738,98,11571,17,3.15
ROAD,734,127,24,1.901,46,39907,8,1.35
ROAD,305,625,44,0.469,6,2935,6,2.18
ROAD,42,684,18,2.312,51,3922,8,1.58
ROAD,823,950,10,2.725,61,14474,6,4.83
ROAD,355,746,57,1.08,88,46603,10,3.01
ROAD,60,885,71,3.108,86,33088,5,2.42
ROAD,293,434,19,0.689,100,42135,8,3.32
ROAD,10,589,39,3.639,65,22025,10,1.98
ROAD,431,487,75,3.574,5,9283,2,1.2
ROAD,690,268,66,4.314,14,19607,5,1.77
ROAD,943,36,41,2.994,39,38021,10,3.57
ROAD,839,415,25,2.309,1,41416,8,1.2
ROAD,912,63,85,2.982,12,22110,13,1.44
ROAD,710,695,84,3.986,62,32614,11,1.07
ROAD,944,327,73,3.998,53,44503,12,2.5
ROAD,766,260,80,2.805,55,45052,14,4.38
ROAD,744,305,14,1.617,36,41956,10,3.44
ROAD,742,475,73,3.114,84,2461,14,4.81
ROAD,196,839,35,2.193,93,24131,8,2.17
ROAD,716,738,20,1.826,42,39636,9,4.63
ROAD,484,682,51,3.514,54,15262,14,1.04
ROAD,799,112,6,1.663,99,14540,5,1.04
ROAD,76,79,10,3.134,88,22784,12,3.26
ROAD,182,10,13,1.333,5,33015,2,1.1
ROAD,79,393,9,1.169,68,13041,16,2.45
ROAD,132,434,73,1.547,37,26086,15,3.62
ROAD,176,444,32,1.881,64,29972,15,4.28
ROAD,44,618,46,2.443,91,34149,10,3.14
ROAD,639,416,70,4.497,56,49933,9,4.77
ROAD,296,328,23,3.257,94,9937,15,3.82
ROAD,543,7,31,1.482,12,25303,3,3.64
ROAD,920,212,6,3.904,11,4290,12,4.45
ROAD,566,264,6,2.036,66,23535,20,4.99
ROAD,90,914,3,3.659,50,44655,14,4.96
ROAD,271,247,86,3.874,35,35367,16,3.91
ROAD,43,999,74,2.119,79,30812,3,1.17
ROAD,467,623,7,2.691,8,6869,16,2.84
ROAD,572,254,20,2.162,50,38295,14,1.81
ROAD,270,729,72,3.249,13,26209,17,4.96
ROAD,203,908,87,2.491,33,21714,1,2.13
ROAD,955,450,51,3.288,17,3710,11,3.15
ROAD,341,568,20,3.503,93,5980,16,1.1
ROAD,224,633,8,2.197,25,17947,16,3.02
ROAD,390,957,51,2.629,36,43317,16,2.98
ROAD,346,316,50,4.459,72,42264,16,2.24
ROAD,212,596,26,2.83,11,16070,7,3.6
ROAD,816,726,35,2.077,95,23090,14,2.98
ROAD,314,849,35,0.943,7,41705,1,2.19
ROAD,375,676,87,3.051,29,37353,2,3.3
ROAD,243,596,13,2.74,1,43498,11,3.75
ROAD,579,701,39,4.48,74,2953,16,1.55
ROAD,706,982,31,0.282,91,17616,14,1.86
ROAD,440,24,12,3.73,26,8944,19,2.07
ROAD,84,214,48,1.802,7,9782,15,1.65
ROAD,41,42,4,0.803,53,24181,13,4.17
ROAD,326,335,57,4.158,77,47212,3,3.71
ROAD,548,843,26,3.386,72,38200,1,3.46
ROAD,78,621,57,3.033,86,9884,12,3.86
ROAD,328,403,9,0.322,84,13572,12,3.01
ROAD,131,39,5,2.759,1,11497,8,1.77
ROAD,749,750,84,1.037,61,10280,11,4.07
ROAD,501,768,51,2.331,57,35185,18,2.97
ROAD,554,667,89,4.378,7,5709,8,1.13
ROAD,141,416,20,1.956,86,39709,1,3.09
ROAD,406,947,84,3.846,0,22499,5,3.92
ROAD,587,129,8,2.216,69,48779,15,1.66
ROAD,339,285,82,1.85,17,11506,4,2.55
ROAD,551,153,68,2.845,49,46232,9,1.53
ROAD,533,486,52,3.902,48,35590,6,1.99
ROAD,46,196,73,3.857,98,7849,20,2.92
ROAD,486,583,77,0.42,12,5769,18,1.92
ROAD,449,745,88,3.645,54,24266,18,3.68
ROAD,489,82,11,3.71,63,36515,3,2.89
ROAD,445,685,54,1.032,4,17630,16,3.29
ROAD,151,909,29,1.828,98,34461,12,4.24
ROAD,23,510,48,2.163,79,30255,14,1.12
ROAD,921,637,78,1.157,31,9692,4,3.47
ROAD,425,335,1,4,77,5863,4,1.1
ROAD,429,420,69,0.448,49,29591,3,3.83
ROAD,703,334,4,0.635,81,14430,1,4.5
ROAD,68,265,18,0.578,30,30007,19,3.82
ROAD,528,394,54,2.758,91,30359,8,3.44
ROAD,619,331,78,4.343,77,15103,1,4.2
ROAD,35,359,30,2.635,74,9490,5,4.8
ROAD,56,354,23,0.212,80,9530,17,1.7
ROAD,310,700,34,1.345,57,49533,18,3.47
ROAD,25,756,11,0.207,31,18743,1,3.01
ROAD,491,720,76,3.261,74,18394,10,4.1
ROAD,437,653,89,3.202,29,22625,6,1.88
