command,u,v,cost,benefit,extra
EDGE,377,873,8593,12.99,
EDGE,333,917,746,71.83,
EDGE,318,815,6157,41.44,
EDGE,993,760,10740,48.17,
EDGE,183,14,3885,56.99,
EDGE,544,259,11768,26.42,
EDGE,80,634,8474,41.71,
EDGE,173,860,17973,60.8,
EDGE,925,948,17397,92.53,
EDGE,754,989,3526,81.61,
EDGE,220,381,11489,60.95,
EDGE,544,440,9513,94.66,
EDGE,34,763,7375,98.55,
EDGE,236,113,10069,75.65,
EDGE,548,497,13537,35.03,
EDGE,501,946,16178,96.99,
EDGE,419,425,9969,83.78,
EDGE,502,577,4378,40.23,
EDGE,276,503,22953,44.61,
EDGE,625,721,11705,68.14,
EDGE,13,162,1574,47.55,
EDGE,217,359,8747,11.48,
EDGE,633,872,2788,35.46,
EDGE,715,763,5591,70.78,
EDGE,616,462,12927,71.57,
EDGE,655,45,13883,53.38,
EDGE,425,241,15954,74.53,
EDGE,745,479,7054,20.7,
EDGE,915,45,3530,24.99,
EDGE,506,184,15169,38.24,
EDGE,448,686,17926,38.66,
EDGE,517,391,6426,79.53,
EDGE,373,922,11912,6.38,
EDGE,746,630,7014,26.05,
EDGE,426,633,9607,69.93,
EDGE,933,998,2696,24.35,
EDGE,785,468,17661,90.79,
EDGE,278,593,12933,22.63,
EDGE,437,502,4051,50.61,
EDGE,650,271,2118,41.26,
EDGE,523,262,17953,68.5,
EDGE,264,795,12768,1.95,
EDGE,693,746,7193,15.45,
EDGE,711,216,11879,76.53,
EDGE,684,585,17646,60.39,
EDGE,531,608,6354,71.25,
EDGE,928,156,503,79.71,
EDGE,819,164,18193,66.89,
EDGE,70,409,14388,75.64,
EDGE,821,639,16048,49.83,
EDGE,672,410,8786,72.27,
EDGE,244,766,8195,17.32,
EDGE,998,44,10636,51.35,
EDGE,650,571,8353,98.47,
EDGE,577,127,4023,17.33,
EDGE,171,417,15519,81.34,
EDGE,635,152,12081,9.77,
EDGE,137,355,2403,81.75,
EDGE,83,985,12643,7.7,
EDGE,888,905,2396,75.67,
EDGE,404,150,5793,21.03,
EDGE,267,887,9612,21.02,
EDGE,885,732,8449,42.33,
EDGE,469,969,19068,45.9,
EDGE,802,646,8210,20.5,
