command,u,v,transport_cost,line_capacity,item_id,source_x,source_y,mass,energy_density,pickup_cost,digester_id,time_slot,timeslot_capacity,extra
FEED,,,,,489,23.188,338.014,245.75,0.757,102.59,8,20,,
FEED,,,,,490,48.73,836.959,150.459,3.307,106.16,12,20,,
FEED,,,,,491,43.343,475.287,465.005,0.672,40.37,5,7,,
FEED,,,,,492,255.362,3.626,398.083,0.135,30.5,1,8,,
FEED,,,,,493,758.35,644.908,158.995,4.181,14.37,0,5,,
FEED,,,,,494,804.422,770.602,399.455,2.788,118.0,18,5,,
FEED,,,,,495,870.424,841.345,469.144,3.109,9.64,17,18,,
FEED,,,,,496,828.844,989.38,192.428,2.103,24.09,5,4,,
FEED,,,,,497,627.934,615.741,404.583,4.003,135.63,10,1,,
FEED,,,,,498,849.457,511.575,101.136,3.673,185.97,11,7,,
FEED,,,,,499,308.057,882.72,109.881,4.526,87.12,8,5,,
FEED,,,,,500,3.098,407.061,19.78,2.989,37.77,10,9,,
FEED,,,,,501,79.985,723.498,476.512,1.905,41.94,1,8,,
FEED,,,,,502,102.207,110.912,297.074,4.645,166.24,6,5,,
FEED,,,,,503,884.286,244.84,466.092,3.802,170.65,0,18,,
FEED,,,,,504,45.77,799.322,129.199,0.971,164.97,8,9,,
FEED,,,,,505,414.174,728.748,420.282,4.503,57.92,2,10,,
FEED,,,,,506,525.147,781.059,460.047,3.772,56.23,10,23,,
FEED,,,,,507,137.773,329.308,75.356,3.016,99.77,18,21,,
FEED,,,,,508,273.534,756.319,393.836,2.709,140.32,12,6,,
FEED,,,,,509,511.623,455.676,343.08,2.084,47.67,18,14,,
FEED,,,,,510,688.102,385.278,486.411,0.484,14.04,7,18,,
FEED,,,,,511,432.136,794.759,295.424,1.038,197.53,12,13,,
FEED,,,,,512,496.709,272.028,98.065,2.13,179.12,2,15,,
FEED,,,,,513,418.044,5.268,206.866,0.205,169.5,6,15,,
FEED,,,,,514,902.351,413.405,117.702,0.75,23.44,14,18,,
FEED,,,,,515,519.0,948.855,382.224,1.443,8.05,17,16,,
FEED,,,,,516,827.971,770.227,390.171,2.022,43.91,5,10,,
FEED,,,,,517,324.204,311.427,408.816,4.242,79.69,11,5,,
FEED,,,,,518,430.702,401.46,66.699,0.444,50.84,5,22,,
FEED,,,,,519,169.192,307.815,218.424,3.683,35.82,17,3,,
FEED,,,,,520,232.364,668.711,437.576,2.244,39.27,17,4,,
FEED,,,,,521,702.159,277.004,45.059,4.578,51.28,11,14,,
FEED,,,,,522,956.494,284.54,473.009,2.518,108.0,19,1,,
FEED,,,,,523,776.804,197.958,121.7,2.475,139.22,2,18,,
FEED,,,,,524,128.189,59.983,125.599,2.478,109.99,7,5,,
FEED,,,,,525,697.387,730.648,364.401,4.276,163.75,9,16,,
FEED,,,,,526,832.276,753.181,192.47,3.978,39.0,13,12,,
FEED,,,,,527,461.2,196.909,467.005,2.311,120.55,13,22,,
FEED,,,,,528,172.762,108.071,479.837,1.798,88.12,12,10,,
FEED,,,,,529,293.961,231.952,396.213,1.569,163.0,5,9,,
FEED,,,,,530,145.987,463.25,414.856,1.193,92.03,18,3,,
FEED,,,,,531,928.245,331.991,420.916,2.343,154.31,10,9,,
FEED,,,,,532,175.764,636.177,72.703,4.455,109.41,7,10,,
FEED,,,,,533,320.587,695.187,106.532,1.239,82.01,7,20,,
FEED,,,,,534,85.53,382.528,63.426,1.773,140.13,13,10,,
FEED,,,,,535,762.572,606.569,308.658,1.696,78.77,12,22,,
FEED,,,,,536,25.032,847.584,162.655,2.295,66.65,1,15,,
FEED,,,,,537,789.377,232.93,452.482,3.19,10.26,16,1,,
FEED,,,,,538,571.823,61.474,321.276,3.652,105.17,5,23,,
FEED,,,,,539,252.899,821.256,74.014,1.023,89.26,19,15,,
FEED,,,,,540,758.289,450.479,470.017,4.164,36.78,1,5,,
FEED,,,,,541,104.19,664.282,458.479,2.62,177.52,5,11,,
FEED,,,,,542,348.778,823.426,483.793,3.034,92.56,12,7,,
FEED,,,,,543,351.63,656.394,266.576,3.789,109.22,19,4,,
FEED,,,,,544,29.003,981.579,97.872,4.703,178.44,4,3,,
FEED,,,,,545,756.405,224.998,298.171,2.593,110.71,12,17,,
FEED,,,,,546,933.749,541.112,178.666,4.522,77.39,18,17,,
FEED,,,,,547,129.011,889.176,137.951,4.161,190.25,0,13,,
FEED,,,,,548,798.865,165.33,297.496,0.271,120.79,8,2,,
FEED,,,,,549,552.619,813.733,145.932,0.162,150.65,14,22,,
FEED,,,,,550,400.556,753.513,227.616,2.327,164.45,17,15,,
FEED,,,,,551,937.165,371.702,68.315,3.506,17.62,8,0,,
FEED,,,,,552,418.805,205.906,86.054,3.292,162.67,7,23,,
FEED,,,,,553,764.687,763.132,111.898,1.888,62.77,1,6,,
FEED,,,,,554,49.326,827.697,249.606,3.104,148.62,19,19,,
FEED,,,,,555,417.335,80.838,484.495,0.354,130.11,7,5,,
FEED,,,,,556,320.778,365.414,111.568,4.761,62.53,9,8,,
FEED,,,,,557,951.016,772.094,39.809,0.235,101.39,7,11,,
FEED,,,,,558,69.4,432.999,126.89,2.938,198.94,10,7,,
FEED,,,,,559,647.154,496.491,263.829,1.725,90.35,18,4,,
FEED,,,,,560,983.025,798.666,134.635,3.89,124.84,7,6,,
FEED,,,,,561,679.782,582.687,56.736,0.683,27.87,11,16,,
FEED,,,,,562,505.428,67.417,214.169,4.361,16.36,13,5,,
FEED,,,,,563,818.503,225.572,401.621,2.181,168.8,4,13,,
FEED,,,,,564,103.002,882.014,410.915,1.931,58.0,19,2,,
FEED,,,,,565,218.15,362.461,470.915,3.0,189.82,10,7,,
FEED,,,,,566,896.889,348.488,371.086,0.241,68.54,5,1,,
FEED,,,,,567,259.058,327.355,419.501,0.671,72.93,19,15,,
FEED,,,,,568,702.71,5.37,279.972,0.924,76.84,18,8,,
FEED,,,,,569,599.382,934.138,12.638,3.929,158.3,1,12,,
FEED,,,,,570,306.08,713.37,29.321,3.358,164.02,17,17,,
FEED,,,,,571,387.593,68.648,487.202,1.582,63.02,8,10,,
FEED,,,,,572,777.32,864.915,143.024,4.192,6.8,13,0,,
FEED,,,,,573,4.605,994.157,469.906,3.982,109.47,5,18,,
FEED,,,,,574,502.504,697.237,186.603,0.105,105.25,17,0,,
FEED,,,,,575,96.821,727.254,115.937,1.079,57.34,9,23,,
FEED,,,,,576,419.259,376.656,329.684,0.835,128.69,9,16,,
FEED,,,,,577,368.876,713.909,289.972,2.494,83.93,16,15,,
FEED,,,,,578,850.151,84.224,104.765,2.326,15.07,14,2,,
FEED,,,,,579,574.293,358.765,343.752,2.709,8.8,13,14,,
FEED,,,,,580,639.791,917.928,64.18,4.857,33.28,1,8,,
FEED,,,,,581,579.897,211.703,287.27,4.185,65.41,1,23,,
FEED,,,,,582,344.603,915.657,455.124,2.839,50.44,11,10,,
FEED,,,,,583,216.477,281.15,350.74,2.76,25.43,17,20,,
FEED,,,,,584,436.169,257.509,334.591,0.482,60.7,8,22,,
FEED,,,,,585,287.025,833.09,254.023,2.451,176.67,18,6,,
FEED,,,,,586,973.258,920.439,376.258,1.459,26.1,5,6,,
FEED,,,,,587,122.94,747.976,104.33,2.636,71.92,17,6,,
FEED,,,,,588,587.869,658.162,298.948,0.603,74.23,12,2,,
FEED,,,,,589,274.782,630.511,148.079,4.228,18.0,4,2,,
FEED,,,,,590,788.601,655.495,231.507,1.327,73.42,19,4,,
FEED,,,,,591,696.85,946.499,218.105,1.097,121.95,4,17,,
FEED,,,,,592,3.453,821.993,137.594,4.039,49.53,19,7,,
FEED,,,,,593,810.871,307.0,74.442,4.434,149.32,17,5,,
FEED,,,,,594,265.819,614.774,15.711,1.666,64.12,16,5,,
FEED,,,,,595,941.327,809.648,225.023,1.986,188.9,7,11,,
FEED,,,,,596,174.016,757.947,54.363,2.446,76.6,19,19,,
FEED,,,,,597,850.214,814.963,188.85,1.045,127.8,17,14,,
FEED,,,,,598,872.244,760.805,19.256,3.324,72.59,14,0,,
FEED,,,,,599,904.308,676.289,308.213,0.35,74.23,12,7,,
FEED,,,,,600,554.04,223.735,436.988,0.95,98.83,19,20,,
FEED,,,,,601,47.665,99.668,212.077,0.668,55.43,15,10,,
FEED,,,,,602,886.945,477.904,441.762,4.741,134.74,3,2,,
FEED,,,,,603,90.456,717.855,232.925,4.396,70.33,8,22,,
FEED,,,,,604,789.404,162.831,466.41,1.303,48.05,3,16,,
FEED,,,,,605,224.286,783.932,122.8,3.657,47.82,11,9,,
FEED,,,,,606,24.134,270.809,327.266,3.427,69.66,14,5,,
FEED,,,,,607,3.955,887.229,13.743,4.036,55.34,1,16,,
FEED,,,,,608,225.727,861.135,470.763,4.552,144.34,18,16,,
FEED,,,,,609,289.951,458.08,386.342,0.355,178.31,13,13,,
FEED,,,,,610,941.012,895.043,356.283,3.439,49.54,10,9,,
FEED,,,,,611,39.349,285.894,333.419,3.689,43.15,1,0,,
FEED,,,,,612,62.481,379.243,333.044,0.642,63.58,9,16,,
FEED,,,,,613,115.693,201.371,478.216,3.326,40.41,15,0,,
FEED,,,,,614,205.136,306.017,268.456,2.106,64.66,14,22,,
FEED,,,,,615,375.67,744.78,224.398,4.682,165.39,15,11,,
FEED,,,,,616,738.718,934.531,31.549,3.372,107.47,14,12,,
FEED,,,,,617,859.202,979.311,482.688,0.359,152.0,13,3,,
FEED,,,,,618,397.49,520.028,341.609,1.948,64.55,11,9,,
FEED,,,,,619,74.6,309.29,431.938,1.118,35.2,18,17,,
FEED,,,,,620,669.649,76.72,159.467,0.448,72.02,1,11,,
FEED,,,,,621,251.611,693.927,260.997,1.066,149.29,1,16,,
FEED,,,,,622,29.6,109.279,316.473,1.675,133.42,17,10,,
FEED,,,,,623,884.06,734.77,484.455,4.665,45.91,14,16,,
FEED,,,,,624,672.569,367.48,49.584,2.529,99.36,3,3,,
FEED,,,,,625,752.631,904.736,91.856,4.793,167.31,5,21,,
FEED,,,,,626,898.302,808.667,274.566,0.654,169.68,12,11,,
FEED,,,,,627,957.381,404.237,182.431,4.013,134.59,17,20,,
FEED,,,,,628,968.246,78.945,193.805,2.215,57.94,0,19,,
FEED,,,,,629,421.592,0.218,180.902,4.445,104.64,17,10,,
FEED,,,,,630,523.152,46.219,316.023,3.933,47.57,11,13,,
FEED,,,,,631,872.476,575.499,16.311,3.798,37.82,4,14,,
FEED,,,,,632,240.912,30.246,153.368,4.239,104.19,15,17,,
FEED,,,,,633,318.837,543.374,10.888,0.916,178.47,14,6,,
FEED,,,,,634,181.996,725.069,57.085,0.431,15.19,18,21,,
FEED,,,,,635,622.981,522.458,463.762,2.358,190.21,3,0,,
FEED,,,,,636,836.997,356.965,22.639,0.66,192.81,13,11,,
FEED,,,,,637,47.644,679.682,38.652,0.156,136.31,9,1,,
FEED,,,,,638,184.017,458.681,355.432,0.485,191.22,13,16,,
FEED,,,,,639,258.384,291.383,16.848,1.822,67.9,12,4,,
FEED,,,,,640,22.045,182.902,441.882,3.148,122.84,17,13,,
FEED,,,,,641,712.042,467.864,285.031,3.631,176.38,4,12,,
FEED,,,,,642,604.141,77.533,426.526,3.541,102.59,0,6,,
FEED,,,,,643,954.169,155.719,154.865,0.239,191.28,10,5,,
FEED,,,,,644,155.641,646.987,313.751,3.47,148.27,17,0,,
FEED,,,,,645,480.624,248.612,208.856,2.882,168.51,15,6,,
FEED,,,,,646,888.725,515.242,309.503,1.039,154.32,9,8,,
FEED,,,,,647,902.131,1.435,170.059,2.124,188.05,15,8,,
FEED,,,,,648,529.045,475.54,19.304,2.393,49.36,12,2,,
FEED,,,,,649,428.061,556.141,239.943,1.356,77.7,2,10,,
FEED,,,,,650,808.309,337.888,248.443,0.683,141.48,13,21,,
FEED,,,,,651,904.011,208.082,37.112,4.553,109.63,17,9,,
FEED,,,,,652,277.519,375.067,498.189,2.95,29.93,13,13,,
FEED,,,,,653,392.759,727.887,354.617,4.534,165.05,6,6,,
FEED,,,,,654,699.524,811.509,464.836,2.535,100.67,19,5,,
FEED,,,,,655,309.049,452.042,418.566,1.573,51.55,11,20,,
FEED,,,,,656,389.909,636.285,322.478,1.092,111.1,0,2,,
FEED,,,,,657,552.086,855.37,302.368,4.787,128.13,14,20,,
FEED,,,,,658,93.347,119.937,448.925,1.03,178.29,11,3,,
FEED,,,,,659,503.841,361.261,23.138,0.269,142.99,17,17,,
FEED,,,,,660,761.275,770.108,30.788,3.48,14.25,10,8,,
FEED,,,,,661,717.431,819.315,483.496,1.504,33.2,10,8,,
FEED,,,,,662,945.4,682.464,225.24,3.862,22.38,0,14,,
FEED,,,,,663,260.058,339.22,487.782,0.536,189.38,1,4,,
FEED,,,,,664,577.234,460.827,255.321,1.756,44.94,1,19,,
FEED,,,,,665,772.858,209.132,16.132,1.082,175.06,18,15,,
FEED,,,,,666,893.235,89.844,271.172,2.93,123.56,10,1,,
FEED,,,,,667,975.062,477.14,32.264,1.825,68.75,16,11,,
FEED,,,,,668,758.772,567.477,166.257,3.831,42.16,16,14,,
FEED,,,,,669,161.565,887.185,212.122,1.83,102.81,18,19,,
FEED,,,,,670,29.517,468.997,284.533,1.828,155.22,2,12,,
FEED,,,,,671,544.463,872.791,224.236,0.312,108.4,9,19,,
FEED,,,,,672,897.536,173.081,383.845,3.212,15.67,1,14,,
FEED,,,,,673,430.928,736.021,299.079,4.545,173.35,0,4,,
FEED,,,,,674,544.562,35.617,421.676,4.843,63.18,12,15,,
FEED,,,,,675,304.075,56.444,218.948,2.937,39.47,18,11,,
FEED,,,,,676,407.223,625.208,17.261,3.533,138.36,15,20,,
FEED,,,,,677,669.776,7.514,162.666,4.129,90.27,15,19,,
FEED,,,,,678,4.448,847.808,40.112,4.826,74.95,11,22,,
FEED,,,,,679,446.67,438.572,261.717,2.232,94.92,5,21,,
FEED,,,,,680,615.27,390.992,171.525,2.838,78.45,2,2,,
FEED,,,,,681,882.529,843.521,232.522,2.004,97.21,11,23,,
FEED,,,,,682,490.332,294.738,410.268,4.182,154.01,0,18,,
FEED,,,,,683,350.672,347.058,88.69,2.85,66.66,5,10,,
FEED,,,,,684,207.333,651.445,87.527,4.138,113.02,18,9,,
FEED,,,,,685,395.432,67.848,62.929,3.944,154.58,5,5,,
FEED,,,,,686,477.787,545.094,198.183,4.141,105.34,8,17,,
FEED,,,,,687,494.042,465.065,229.371,4.419,78.28,19,12,,
FEED,,,,,688,836.527,407.718,16.873,0.736,82.05,17,15,,
FEED,,,,,689,777.784,559.099,123.424,0.399,81.63,15,12,,
FEED,,,,,690,32.123,782.027,188.511,2.266,5.21,5,4,,
FEED,,,,,691,890.328,400.594,13.28,2.945,168.96,12,20,,
FEED,,,,,692,214.909,584.787,386.976,3.41,194.93,5,13,,
FEED,,,,,693,11.647,569.752,352.747,4.679,163.69,6,1,,
FEED,,,,,694,759.331,738.652,321.461,4.936,171.71,16,9,,
FEED,,,,,695,659.32,137.923,186.885,2.952,159.46,1,23,,
FEED,,,,,696,13.143,950.726,123.586,2.968,87.71,15,17,,
FEED,,,,,697,448.592,481.21,83.113,3.464,5.35,1,7,,
FEED,,,,,698,645.479,465.93,96.024,4.851,19.28,14,16,,
FEED,,,,,699,384.85,535.712,292.906,0.996,149.25,17,6,,
FEED,,,,,700,715.94,334.416,203.802,2.108,108.51,14,9,,
FEED,,,,,701,400.923,528.296,241.178,4.666,40.81,3,19,,
FEED,,,,,702,786.892,989.042,267.995,2.688,89.7,16,18,,
FEED,,,,,703,681.031,448.136,190.115,0.957,65.24,17,18,,
FEED,,,,,704,68.88,617.597,428.397,4.201,123.43,16,17,,
FEED,,,,,705,515.727,615.292,165.364,1.248,74.55,19,23,,
FEED,,,,,706,927.638,976.945,403.482,4.632,22.26,12,9,,
FEED,,,,,707,856.87,658.203,391.123,0.844,77.99,1,19,,
FEED,,,,,708,791.631,312.153,234.7,4.161,132.68,11,2,,
FEED,,,,,709,362.37,720.223,155.726,2.99,172.89,15,20,,
FEED,,,,,710,473.265,352.453,379.304,0.88,53.2,1,11,,
FEED,,,,,711,306.363,352.953,114.625,1.447,44.05,13,5,,
FEED,,,,,712,826.858,120.376,35.163,4.974,166.72,5,19,,
FEED,,,,,713,501.715,25.79,300.719,1.428,99.01,14,20,,
FEED,,,,,714,377.702,467.798,190.85,1.855,182.45,15,3,,
FEED,,,,,715,288.511,767.765,402.346,3.59,176.12,19,3,,
FEED,,,,,716,994.673,242.814,189.381,0.332,158.64,0,4,,
FEED,,,,,717,464.413,530.294,338.487,3.704,146.73,12,14,,
FEED,,,,,718,478.977,331.779,28.555,3.072,37.24,10,17,,
FEED,,,,,719,281.452,700.523,382.589,1.469,153.12,17,11,,
FEED,,,,,720,782.684,576.146,340.423,0.312,198.88,2,10,,
FEED,,,,,721,972.054,345.58,214.3,0.267,93.54,0,11,,
FEED,,,,,722,138.187,946.713,294.515,1.129,54.83,7,15,,
FEED,,,,,723,488.932,315.357,388.159,0.633,20.56,17,2,,
FEED,,,,,724,561.505,618.468,418.547,0.573,196.13,9,11,,
FEED,,,,,725,576.751,245.314,118.771,1.86,180.34,0,14,,
FEED,,,,,726,512.558,136.716,236.921,0.87,23.32,14,19,,
FEED,,,,,727,368.738,754.457,468.414,1.145,185.44,5,14,,
FEED,,,,,728,247.495,804.379,258.588,4.568,134.32,9,6,,
FEED,,,,,729,384.955,845.68,149.358,0.855,146.24,6,7,,
FEED,,,,,730,773.211,145.55,301.311,1.931,43.9,2,18,,
FEED,,,,,731,789.475,123.529,464.066,4.996,146.46,18,2,,
FEED,,,,,732,927.819,376.475,164.897,0.581,159.4,4,9,,
FEED,,,,,733,271.252,422.624,378.812,1.954,164.8,8,11,,
FEED,,,,,734,510.817,156.854,281.912,3.738,111.22,16,5,,
FEED,,,,,735,903.17,184.05,282.805,1.418,120.19,18,4,,
FEED,,,,,736,399.621,479.42,469.965,2.604,158.3,12,1,,
FEED,,,,,737,627.38,593.327,480.899,2.738,34.13,6,14,,
FEED,,,,,738,566.647,626.939,169.342,2.777,47.25,9,8,,
FEED,,,,,739,701.792,865.196,75.909,2.795,69.24,17,7,,
FEED,,,,,740,279.993,397.42,163.9,2.052,58.05,0,2,,
FEED,,,,,741,406.475,59.51,374.365,3.886,19.75,10,3,,
FEED,,,,,742,541.678,926.754,489.301,0.306,31.49,6,20,,
FEED,,,,,743,194.322,908.573,181.282,2.08,127.32,14,16,,
FEED,,,,,744,420.881,393.227,124.939,1.721,175.04,19,7,,
FEED,,,,,745,268.964,87.155,466.445,3.73,191.68,8,23,,
FEED,,,,,746,401.916,618.948,18.877,2.412,30.89,15,13,,
FEED,,,,,747,601.441,704.158,248.577,3.333,7.23,7,16,,
FEED,,,,,748,936.99,434.532,397.117,1.985,70.27,3,7,,
FEED,,,,,749,166.977,716.872,373.117,3.006,64.41,2,18,,
FEED,,,,,750,653.679,182.544,244.117,1.179,160.22,0,7,,
FEED,,,,,751,528.342,109.314,214.414,4.77,81.08,4,22,,
FEED,,,,,752,74.477,208.281,280.913,1.523,92.78,6,15,,
FEED,,,,,753,343.533,294.819,400.186,4.514,26.32,10,18,,
FEED,,,,,754,985.059,917.806,277.471,1.254,159.07,1,2,,
FEED,,,,,755,41.369,35.924,266.25,4.649,122.17,5,17,,
FEED,,,,,756,758.485,45.553,145.504,1.176,34.38,16,6,,
FEED,,,,,757,25.33,955.237,414.63,0.338,188.07,3,18,,
FEED,,,,,758,798.89,629.479,401.121,0.971,74.07,5,23,,
FEED,,,,,759,21.14,275.089,182.266,4.726,35.08,16,5,,
FEED,,,,,760,566.19,485.046,116.749,2.712,18.2,3,18,,
FEED,,,,,761,700.103,348.488,222.755,1.035,152.74,19,11,,
FEED,,,,,762,80.195,689.877,60.635,0.97,170.58,15,4,,
FEED,,,,,763,704.335,905.115,302.061,0.849,138.65,11,7,,
FEED,,,,,764,177.516,777.834,230.916,4.421,69.49,18,3,,
FEED,,,,,765,459.42,363.01,355.718,3.82,155.03,2,15,,
FEED,,,,,766,254.414,38.286,416.248,0.367,114.97,12,6,,
FEED,,,,,767,958.2,922.003,325.023,2.982,86.66,4,19,,
FEED,,,,,768,323.101,758.318,441.249,0.689,74.66,11,21,,
FEED,,,,,769,381.478,867.467,392.483,1.059,116.15,17,17,,
FEED,,,,,770,471.909,331.41,185.062,4.775,183.59,1,7,,
FEED,,,,,771,822.829,684.656,159.606,1.498,115.78,8,18,,
FEED,,,,,772,725.843,598.052,306.573,3.866,51.14,2,13,,
FEED,,,,,773,644.518,101.816,314.035,1.446,91.07,6,2,,
FEED,,,,,774,507.264,969.474,335.427,4.09,161.03,12,10,,
FEED,,,,,775,304.923,378.712,415.039,4.234,120.65,0,10,,
FEED,,,,,776,955.544,217.353,330.11,2.023,194.88,10,12,,
FEED,,,,,777,264.422,710.547,493.921,2.139,113.93,4,6,,
FEED,,,,,778,741.854,147.29,148.13,3.069,85.88,11,17,,
FEED,,,,,779,102.656,675.166,226.119,2.246,184.29,12,7,,
FEED,,,,,780,353.793,831.729,64.55,2.426,94.31,10,19,,
FEED,,,,,781,652.131,711.682,33.369,0.74,128.63,7,12,,
FEED,,,,,782,262.438,996.1,280.18,1.801,36.6,6,4,,
FEED,,,,,783,996.245,787.469,171.557,3.395,118.97,8,16,,
FEED,,,,,784,913.054,808.268,487.703,3.067,154.59,19,20,,
FEED,,,,,785,843.837,419.062,356.112,2.753,61.07,6,20,,
FEED,,,,,786,630.436,959.003,180.149,3.416,94.5,19,20,,
FEED,,,,,787,16.013,179.026,320.845,1.714,35.72,11,18,,
FEED,,,,,788,635.091,756.895,344.832,2.715,154.32,4,9,,
FEED,,,,,789,71.368,48.728,88.874,3.727,93.88,4,0,,
FEED,,,,,790,634.586,715.723,251.542,3.32,153.8,4,5,,
FEED,,,,,791,986.802,73.72,264.804,4.012,14.0,5,5,,
FEED,,,,,792,437.199,539.719,139.791,2.161,42.85,1,23,,
FEED,,,,,793,833.63,654.902,296.057,4.893,46.38,12,17,,
FEED,,,,,794,655.602,167.129,32.374,1.255,170.08,0,13,,
FEED,,,,,795,630.336,543.858,145.362,1.653,40.07,15,15,,
FEED,,,,,796,715.359,370.258,49.002,1.902,27.62,9,2,,
FEED,,,,,797,823.717,328.243,146.902,4.384,22.16,2,6,,
FEED,,,,,798,305.342,322.149,371.996,4.09,93.47,6,11,,
FEED,,,,,799,438.288,766.826,206.004,4.074,10.57,0,16,,
FEED,,,,,800,349.18,818.459,317.246,3.388,75.52,6,23,,
FEED,,,,,801,533.353,16.065,312.454,0.303,199.2,1,0,,
FEED,,,,,802,924.012,351.226,155.509,0.262,55.43,16,1,,
FEED,,,,,803,709.479,857.449,368.712,3.608,75.8,12,22,,
FEED,,,,,804,811.049,635.792,419.357,4.221,20.69,9,2,,
FEED,,,,,805,99.837,351.45,478.465,2.145,112.79,15,23,,
FEED,,,,,806,907.645,687.171,122.142,4.916,35.64,18,17,,
FEED,,,,,807,750.992,709.699,179.291,2.775,90.1,15,7,,
FEED,,,,,808,391.127,352.204,143.187,2.742,111.75,11,7,,
FEED,,,,,809,974.048,848.637,491.609,2.829,25.44,3,12,,
FEED,,,,,810,443.788,344.69,489.655,4.228,172.57,0,11,,
FEED,,,,,811,169.398,895.309,381.507,2.47,32.69,9,20,,
FEED,,,,,812,981.675,960.37,438.889,1.231,32.18,19,6,,
FEED,,,,,813,525.728,611.701,344.536,3.056,19.67,12,21,,
FEED,,,,,814,141.281,734.029,161.227,3.992,145.16,12,18,,
FEED,,,,,815,793.61,782.762,326.95,1.032,40.04,10,9,,
FEED,,,,,816,377.472,368.58,485.504,4.515,80.27,4,16,,
FEED,,,,,817,783.523,617.648,455.637,4.464,17.85,19,6,,
FEED,,,,,818,460.678,170.368,226.95,1.932,153.97,8,7,,
FEED,,,,,819,950.17,475.666,157.216,3.046,34.66,4,12,,
FEED,,,,,820,31.782,807.783,391.149,1.39,22.51,17,23,,
FEED,,,,,821,238.713,463.11,362.944,3.079,193.63,8,8,,
FEED,,,,,822,930.324,22.047,461.442,4.133,11.48,0,3,,
FEED,,,,,823,441.02,289.973,467.869,2.269,54.03,10,15,,
FEED,,,,,824,892.141,508.113,308.521,2.592,104.82,17,2,,
FEED,,,,,825,27.291,430.182,105.457,3.576,185.74,11,3,,
FEED,,,,,826,499.268,694.867,22.188,3.797,31.3,7,2,,
FEED,,,,,827,208.88,294.443,303.164,2.449,140.5,7,2,,
FEED,,,,,828,266.583,551.749,183.647,0.321,107.14,5,20,,
FEED,,,,,829,239.434,452.436,359.208,1.285,69.51,4,23,,
FEED,,,,,830,667.714,896.983,322.853,4.702,53.3,9,3,,
FEED,,,,,831,36.489,482.199,436.632,2.643,171.46,10,22,,
FEED,,,,,832,824.879,769.938,336.143,0.879,55.57,0,4,,
FEED,,,,,833,329.476,871.544,334.539,1.127,33.07,1,1,,
FEED,,,,,834,213.965,780.943,159.538,4.14,129.98,17,13,,
FEED,,,,,835,860.374,567.94,367.817,4.955,27.0,6,1,,
FEED,,,,,836,717.096,417.617,447.706,1.29,199.22,13,8,,
FEED,,,,,837,644.719,80.644,423.113,1.863,5.84,0,1,,
FEED,,,,,838,204.566,563.929,307.171,3.745,104.47,2,12,,
FEED,,,,,839,354.353,111.211,63.024,0.443,196.24,2,9,,
FEED,,,,,840,51.462,904.181,170.694,1.646,88.34,15,19,,
FEED,,,,,841,45.648,17.277,276.353,0.217,181.93,3,23,,
FEED,,,,,842,576.734,374.072,327.243,2.272,156.63,0,9,,
FEED,,,,,843,657.514,689.97,451.247,0.406,152.5,7,14,,
FEED,,,,,844,791.474,185.714,251.69,0.413,28.02,15,19,,
FEED,,,,,845,682.195,18.291,76.129,0.87,191.14,15,19,,
FEED,,,,,846,398.985,389.271,18.786,0.395,76.55,8,8,,
FEED,,,,,847,500.846,488.192,311.068,2.192,99.76,13,20,,
FEED,,,,,848,718.142,827.918,148.365,2.907,150.25,10,17,,
FEED,,,,,849,181.493,106.424,39.755,2.912,65.75,16,13,,
FEED,,,,,850,519.555,989.953,13.895,2.577,12.04,19,14,,
FEED,,,,,851,648.302,939.335,224.176,2.538,116.57,13,6,,
FEED,,,,,852,825.084,436.874,204.356,0.877,175.74,11,23,,
FEED,,,,,853,759.286,394.882,275.598,0.6,23.6,17,5,,
FEED,,,,,854,892.834,832.641,258.779,3.376,174.82,1,23,,
FEED,,,,,855,270.318,34.127,377.144,4.226,16.76,17,8,,
FEED,,,,,856,877.504,252.123,445.159,0.709,33.52,5,1,,
FEED,,,,,857,16.047,29.475,156.479,2.562,152.01,12,13,,
FEED,,,,,858,653.131,765.163,46.218,4.923,48.04,1,2,,
FEED,,,,,859,580.22,98.784,468.406,3.941,111.37,9,15,,
FEED,,,,,860,999.594,953.178,147.975,1.046,94.35,19,21,,
FEED,,,,,861,55.631,229.73,210.741,2.538,14.54,2,11,,
FEED,,,,,862,633.722,757.196,311.544,2.519,147.0,13,19,,
FEED,,,,,863,335.053,580.768,142.916,3.857,80.51,9,12,,
FEED,,,,,864,665.15,44.64,94.604,1.762,130.6,2,10,,
FEED,,,,,865,625.207,113.042,340.923,3.846,144.31,15,19,,
FEED,,,,,866,651.729,77.005,176.135,0.965,78.3,16,13,,
FEED,,,,,867,194.565,342.579,38.236,2.702,14.36,2,23,,
FEED,,,,,868,322.456,660.325,315.612,3.593,137.47,13,4,,
FEED,,,,,869,705.131,424.678,415.024,4.045,137.7,4,0,,
FEED,,,,,870,418.207,243.916,334.683,0.676,175.47,9,8,,
FEED,,,,,871,864.018,486.963,338.167,4.93,104.7,8,20,,
FEED,,,,,872,880.796,248.345,206.2,2.526,12.17,4,16,,
FEED,,,,,873,496.735,239.524,329.248,3.875,26.53,17,7,,
FEED,,,,,874,994.665,684.896,384.788,2.591,117.57,5,4,,
FEED,,,,,875,317.117,434.653,443.127,0.192,114.86,15,11,,
