command,u,v,distance,install_cost,capacity,loss_factor,extra
EDGE,697,326,419,69,2822,14,
EDGE,586,768,461,1975,237,31,
EDGE,804,719,603,1125,3561,25,
EDGE,697,949,122,938,3968,44,
EDGE,62,412,882,1931,4117,15,
EDGE,921,414,531,1607,1250,50,
EDGE,15,373,783,14,3131,34,
EDGE,147,86,675,1731,1450,11,
EDGE,229,644,358,681,1354,5,
EDGE,402,695,895,1360,3048,0,
EDGE,795,343,553,926,909,43,
EDGE,271,414,584,317,646,33,
EDGE,666,788,960,366,645,36,
EDGE,142,335,582,824,3791,48,
EDGE,608,977,41,1151,4888,34,
EDGE,791,698,275,491,3572,39,
EDGE,623,554,296,1614,4528,1,
EDGE,975,162,130,1837,359,21,
EDGE,817,34,975,1249,1932,42,
EDGE,861,555,444,1482,4950,45,
EDGE,708,256,520,1994,2440,41,
EDGE,133,305,904,1250,2816,47,
EDGE,624,524,567,1299,590,41,
EDGE,86,290,356,935,4520,32,
EDGE,468,985,830,1548,343,44,
EDGE,670,451,94,741,1516,15,
EDGE,916,557,412,926,3248,30,
EDGE,200,552,788,2000,1579,1,
EDGE,956,630,463,572,3166,49,
EDGE,79,986,629,140,3829,31,
EDGE,625,544,505,797,4489,9,
EDGE,877,638,589,1884,3625,32,
EDGE,509,735,866,325,1110,20,
EDGE,528,590,201,1021,362,50,
EDGE,658,544,326,1405,4345,0,
EDGE,408,658,191,1407,1995,23,
EDGE,53,712,276,1818,294,42,
EDGE,916,888,370,1557,3246,24,
EDGE,745,634,340,1414,3790,36,
EDGE,39,31,690,265,1425,17,
EDGE,921,554,181,1604,2856,23,
EDGE,274,257,187,1923,4339,25,
EDGE,471,607,404,411,1199,22,
EDGE,846,834,627,612,1571,40,
EDGE,252,649,975,282,4413,47,
EDGE,589,867,276,1626,3256,14,
EDGE,887,963,200,1128,4740,6,
EDGE,348,414,169,543,702,43,
EDGE,696,937,336,392,4416,48,
EDGE,345,739,955,999,1507,21,
EDGE,398,171,992,1188,1457,25,
EDGE,968,603,227,1788,1870,21,
EDGE,542,622,801,1415,3081,6,
EDGE,228,881,963,1043,920,35,
EDGE,727,400,379,759,260,41,
EDGE,501,531,270,1968,3214,35,
EDGE,332,16,625,666,4045,49,
EDGE,696,294,845,545,1886,0,
EDGE,198,313,644,1286,1032,43,
EDGE,915,524,845,1191,660,7,
EDGE,935,492,614,1001,1400,3,
EDGE,203,534,854,1453,2782,37,
EDGE,241,275,813,87,754,23,
EDGE,215,403,315,190,2714,18,
EDGE,464,110,335,1704,2735,12,
EDGE,109,221,747,365,3049,39,
EDGE,907,219,838,869,3948,46,
EDGE,866,973,538,209,2000,27,
EDGE,458,871,325,103,181,39,
EDGE,272,975,867,316,943,18,
EDGE,973,788,812,188,338,49,
EDGE,362,181,468,794,4385,7,
EDGE,712,605,537,978,4649,3,
EDGE,619,750,855,279,3965,0,
EDGE,278,369,133,491,4262,33,
EDGE,571,877,786,723,3344,10,
EDGE,911,140,958,687,4616,49,
EDGE,438,426,60,1966,2707,49,
EDGE,597,518,426,1632,3734,34,
EDGE,452,286,306,1776,1422,8,
EDGE,504,723,346,1054,2813,47,
EDGE,914,685,287,1118,2831,46,
EDGE,602,432,988,754,2649,50,
EDGE,729,861,629,599,1506,32,
EDGE,131,311,981,1268,1022,5,
EDGE,831,709,439,690,258,8,
EDGE,954,871,7,1817,372,2,
EDGE,159,820,315,772,1930,37,
EDGE,662,899,238,158,1986,8,
EDGE,658,898,846,1818,998,20,
EDGE,889,324,71,436,95,20,
EDGE,348,492,35,1078,1721,40,
EDGE,648,435,569,1521,1542,43,
EDGE,102,290,311,592,4308,33,
EDGE,631,392,396,1211,4069,9,
EDGE,511,986,871,1423,1869,27,
EDGE,459,920,653,1625,3663,46,
EDGE,972,299,659,856,1276,47,
EDGE,6,132,376,1742,4271,47,
EDGE,720,171,942,765,2408,13,
EDGE,972,981,72,1086,1839,11,
EDGE,724,556,828,1681,917,47,
EDGE,136,194,857,138,1084,12,
EDGE,621,146,900,1732,108,40,
EDGE,312,639,95,130,3139,47,
EDGE,8,906,93,1074,2054,26,
EDGE,268,501,164,427,4578,29,
EDGE,353,24,546,348,3913,25,
EDGE,531,723,90,1372,3785,11,
EDGE,805,185,922,726,3982,29,
EDGE,328,266,765,753,4654,40,
EDGE,272,495,139,786,1317,36,
EDGE,964,33,334,301,789,32,
EDGE,836,794,876,1381,3765,24,
EDGE,921,673,568,503,887,25,
EDGE,54,562,890,382,3650,7,
EDGE,660,480,180,139,3795,43,
EDGE,220,203,454,1622,1829,36,
EDGE,671,596,990,391,289,20,
EDGE,186,176,159,1190,4693,39,
EDGE,219,758,422,1815,1452,6,
EDGE,750,437,819,679,4843,4,
EDGE,655,310,242,1142,4560,9,
EDGE,242,918,171,675,3029,44,
EDGE,987,250,809,1192,4475,13,
EDGE,327,569,963,640,2235,26,
EDGE,125,500,743,1330,3843,47,
EDGE,761,903,505,458,1373,25,
EDGE,296,253,965,50,4727,21,
EDGE,267,886,260,1192,4130,39,
EDGE,732,742,120,379,3710,38,
EDGE,844,868,882,1202,3644,0,
EDGE,191,584,179,911,622,10,
EDGE,56,339,253,1375,4931,29,
EDGE,777,539,933,1029,971,13,
EDGE,502,724,917,1684,2727,8,
EDGE,593,974,572,1947,4301,15,
EDGE,133,152,29,1673,857,8,
EDGE,812,373,407,1503,494,35,
EDGE,192,177,39,1819,414,16,
EDGE,779,567,501,1252,3864,33,
EDGE,515,518,885,1175,3641,22,
EDGE,700,215,710,1525,3099,42,
EDGE,526,365,190,494,4432,25,
EDGE,946,62,818,1725,381,12,
EDGE,17,284,310,493,3227,41,
EDGE,83,834,587,1761,4750,20,
EDGE,112,471,69,720,1385,13,
EDGE,892,745,585,1850,816,1,
EDGE,797,152,659,1192,1421,49,
EDGE,949,747,965,1211,2902,42,
EDGE,24,94,311,417,3965,17,
EDGE,669,888,753,1057,1629,3,
EDGE,626,843,202,1877,90,36,
EDGE,425,481,85,440,4911,31,
EDGE,95,623,991,245,1239,25,
EDGE,49,648,155,1508,1293,7,
EDGE,212,161,121,1785,3821,26,
EDGE,477,770,677,295,488,7,
EDGE,620,789,764,1389,781,7,
EDGE,115,391,413,224,1110,11,
EDGE,42,123,633,1487,311,28,
EDGE,139,740,352,1365,4384,48,
EDGE,448,954,255,415,1803,2,
EDGE,300,585,198,893,3165,21,
EDGE,213,549,14,1362,1515,29,
EDGE,666,897,682,1671,2519,49,
EDGE,533,106,154,1575,2360,11,
EDGE,102,92,292,56,4624,43,
EDGE,404,640,538,297,2811,0,
EDGE,590,680,335,285,1279,38,
EDGE,293,384,132,45,4894,12,
EDGE,717,867,376,1991,2916,46,
EDGE,389,859,810,145,60,13,
EDGE,732,682,583,1231,2878,8,
EDGE,797,711,598,1026,189,49,
EDGE,99,234,993,939,1021,9,
EDGE,282,195,435,1925,2991,35,
EDGE,334,552,376,803,2564,48,
EDGE,946,133,218,1743,271,16,
EDGE,964,76,910,1530,1329,1,
EDGE,144,493,953,120,3510,7,
EDGE,370,628,166,991,1940,35,
EDGE,506,284,62,350,4957,39,
EDGE,62,453,737,1487,749,27,
EDGE,436,882,605,55,3427,14,
EDGE,133,129,881,586,4400,41,
EDGE,967,922,110,711,2666,16,
EDGE,975,884,163,1705,112,14,
EDGE,718,727,888,594,315,15,
EDGE,60,127,18,1271,3025,25,
EDGE,979,508,578,1882,3748,23,
EDGE,433,914,806,641,581,23,
EDGE,453,604,694,1604,2901,23,
EDGE,291,435,864,363,2066,16,
EDGE,491,861,109,290,2107,29,
EDGE,444,2,114,100,4596,3,
EDGE,787,121,817,1614,4262,7,
EDGE,39,212,28,1660,3429,35,
EDGE,235,102,461,826,2312,48,
EDGE,965,92,501,341,3521,33,
EDGE,43,557,14,1068,848,46,
EDGE,686,375,459,229,1263,37,
EDGE,31,889,738,231,2857,45,
EDGE,62,474,87,410,4214,2,
EDGE,418,463,105,514,491,29,
EDGE,729,234,341,173,441,18,
EDGE,369,993,544,1963,2307,31,
EDGE,307,204,821,830,1483,7,
EDGE,720,201,26,45,4679,27,
EDGE,186,357,545,1770,4376,43,
EDGE,363,457,437,1450,3568,38,
EDGE,259,508,31,428,1037,35,
EDGE,5,341,204,1384,1691,38,
EDGE,412,160,843,1668,3650,16,
EDGE,858,447,911,816,3628,9,
EDGE,80,361,600,141,4347,15,
EDGE,850,141,717,1758,3941,1,
EDGE,32,58,273,835,3448,27,
EDGE,102,318,989,686,4877,1,
EDGE,773,69,815,248,464,28,
EDGE,602,497,683,967,1068,16,
EDGE,38,20,767,1351,2201,37,
EDGE,241,556,787,1938,4572,4,
EDGE,840,732,577,1560,2258,36,
EDGE,3,322,256,1377,588,20,
EDGE,803,176,44,533,4161,2,
EDGE,827,603,305,1334,4948,31,
EDGE,951,934,405,1614,4385,31,
EDGE,654,229,664,143,1677,29,
EDGE,604,449,702,256,3446,24,
EDGE,617,569,768,609,886,26,
EDGE,929,391,979,213,1266,13,
EDGE,496,293,976,110,4023,30,
EDGE,584,272,255,487,1477,48,
EDGE,330,447,188,441,4272,42,
EDGE,605,609,297,1203,4706,7,
EDGE,625,456,827,40,598,45,
EDGE,842,932,271,348,3579,42,
EDGE,142,26,220,966,467,32,
EDGE,471,839,926,1117,1455,6,
EDGE,91,420,57,1732,1347,42,
EDGE,681,675,29,1301,2175,6,
EDGE,870,953,924,1927,4520,5,
EDGE,240,378,701,1447,4732,32,
EDGE,609,516,907,1607,4839,28,
EDGE,922,150,919,239,734,28,
EDGE,985,22,749,1722,4453,32,
EDGE,640,601,988,603,4213,1,
EDGE,834,840,872,154,4527,25,
EDGE,915,266,312,1105,1182,10,
EDGE,776,123,463,1949,2966,33,
EDGE,525,755,950,487,4728,28,
EDGE,995,519,383,906,144,34,
EDGE,176,63,832,62,2175,34,
EDGE,47,428,486,665,3927,42,
EDGE,95,848,863,378,1597,24,
EDGE,576,87,307,1229,3353,5,
EDGE,782,663,685,182,1342,32,
EDGE,912,511,691,1683,4886,17,
EDGE,810,169,615,1383,3519,35,
EDGE,925,516,155,958,3262,37,
EDGE,965,686,953,1746,3958,42,
EDGE,650,51,274,98,4873,22,
EDGE,234,730,121,539,774,50,
EDGE,594,433,116,736,3549,2,
EDGE,506,921,566,1325,2082,11,
EDGE,499,290,691,1840,4581,35,
EDGE,229,341,741,782,2950,6,
EDGE,797,953,472,1199,3311,11,
EDGE,299,655,47,1822,3504,44,
EDGE,655,289,856,1258,3132,24,
EDGE,559,254,738,552,3566,1,
EDGE,272,463,524,649,1292,4,
EDGE,454,11,157,1158,2819,6,
EDGE,395,145,164,1921,2962,37,
EDGE,778,248,846,1300,3381,17,
EDGE,555,559,129,10,4166,36,
EDGE,983,808,798,464,2228,34,
EDGE,409,545,714,1037,1917,39,
EDGE,42,901,447,291,2167,25,
EDGE,491,154,771,1089,3696,38,
EDGE,589,69,436,55,569,5,
EDGE,307,75,220,1709,975,37,
EDGE,917,774,743,518,2980,42,
EDGE,773,614,656,1678,1387,13,
EDGE,731,417,111,486,1797,30,
EDGE,736,417,916,10,2849,11,
EDGE,254,44,941,531,2681,35,
EDGE,523,96,411,690,229,10,
EDGE,368,928,980,580,2524,31,
EDGE,148,268,128,1272,847,27,
EDGE,325,665,33,1797,1633,44,
EDGE,296,280,29,1623,4696,26,
EDGE,411,865,65,972,4016,47,
EDGE,66,790,529,269,2169,38,
EDGE,551,586,772,1129,392,34,
EDGE,554,979,930,1503,73,25,
EDGE,472,853,565,307,843,17,
EDGE,81,453,278,857,4285,6,
EDGE,806,231,860,678,1563,25,
EDGE,641,385,970,552,4522,27,
EDGE,631,679,552,1274,2089,44,
EDGE,998,595,406,1436,4551,28,
EDGE,319,952,519,790,4696,19,
EDGE,705,913,888,194,2731,21,
EDGE,602,267,322,1655,453,7,
EDGE,127,628,139,1489,4957,43,
EDGE,184,59,866,1417,3963,23,
EDGE,252,713,952,791,414,22,
EDGE,116,72,486,170,3510,43,
EDGE,745,63,233,1715,4932,34,
EDGE,770,789,569,1663,3284,13,
EDGE,431,321,255,851,1080,6,
EDGE,527,593,267,681,3100,38,
EDGE,57,388,498,25,452,1,
EDGE,608,671,667,1182,2516,8,
EDGE,305,543,995,1198,2099,11,
EDGE,48,300,943,780,3122,43,
EDGE,885,280,805,1859,4610,39,
EDGE,445,441,510,850,459,20,
EDGE,808,446,269,341,167,50,
EDGE,953,318,323,877,3033,31,
EDGE,774,453,349,1110,289,36,
EDGE,461,801,976,641,2662,14,
EDGE,196,800,519,1659,286,27,
EDGE,133,248,878,1612,3077,16,
EDGE,818,414,897,790,1121,40,
EDGE,188,788,429,699,2419,3,
EDGE,111,406,648,694,4995,38,
EDGE,355,234,948,119,125,44,
EDGE,954,691,436,338,1579,7,
EDGE,179,155,302,380,3752,27,
EDGE,987,902,490,1431,3932,19,
EDGE,410,137,783,657,601,24,
EDGE,28,106,81,372,2351,45,
EDGE,102,94,382,1875,4173,16,
EDGE,546,816,530,1319,3230,3,
EDGE,6,778,927,1109,172,6,
EDGE,485,602,529,821,3991,45,
EDGE,506,572,131,411,698,11,
EDGE,591,609,904,1938,2985,28,
EDGE,953,804,919,37,2288,28,
EDGE,138,735,419,1633,2205,10,
EDGE,653,831,436,165,1256,46,
EDGE,113,941,169,119,1720,33,
EDGE,257,234,754,1565,3971,21,
EDGE,233,440,355,1436,4872,46,
EDGE,395,887,771,1100,443,29,
EDGE,567,358,998,1687,1432,23,
EDGE,271,970,527,368,2587,8,
EDGE,126,687,571,1432,1955,32,
EDGE,332,899,260,751,2248,3,
EDGE,32,692,968,889,2134,19,
EDGE,668,376,293,1345,3877,21,
EDGE,757,149,891,413,678,7,
EDGE,143,967,199,325,3715,18,
EDGE,788,550,630,1577,4074,43,
EDGE,962,635,752,1680,745,28,
EDGE,448,922,793,825,1739,15,
EDGE,680,300,661,1323,1412,31,
EDGE,173,31,197,1786,4597,34,
EDGE,388,701,174,1688,646,30,
EDGE,362,731,13,1351,4497,3,
EDGE,820,867,69,1252,3220,15,
EDGE,846,42,262,683,1642,2,
EDGE,395,623,812,480,2712,46,
EDGE,558,515,850,306,2235,39,
EDGE,915,234,339,1746,1930,19,
EDGE,12,36,879,1895,900,32,
EDGE,70,732,894,821,3658,30,
EDGE,517,293,527,1863,598,27,
EDGE,353,176,286,530,2133,42,
EDGE,978,368,268,546,3552,3,
EDGE,845,544,216,1688,4433,23,
EDGE,704,67,487,1244,1831,28,
EDGE,721,803,566,229,177,41,
EDGE,702,666,774,1874,2675,15,
EDGE,659,610,127,311,4446,29,
EDGE,983,514,525,1363,2142,34,
EDGE,752,395,824,1284,4702,37,
EDGE,435,600,541,1063,1319,48,
EDGE,707,613,63,636,2626,30,
EDGE,592,719,137,1725,3976,6,
EDGE,280,859,461,1404,1176,16,
EDGE,385,238,38,1669,783,46,
EDGE,612,553,766,1983,3173,45,
EDGE,258,179,275,280,1718,35,
EDGE,664,231,607,930,1383,33,
EDGE,241,243,582,1632,895,9,
EDGE,999,115,662,1360,4553,31,
EDGE,30,401,943,1683,1337,36,
EDGE,215,176,530,1785,4266,3,
EDGE,728,591,571,1902,1787,10,
EDGE,149,124,46,1681,1008,0,
EDGE,189,235,180,1830,67,1,
EDGE,64,708,535,800,3829,27,
EDGE,388,117,47,1873,294,32,
EDGE,861,646,612,1385,4622,43,
EDGE,492,732,396,259,141,35,
EDGE,85,837,303,397,3102,24,
EDGE,815,95,296,136,1977,35,
EDGE,296,950,327,1340,2048,41,
EDGE,966,87,604,1055,438,50,
EDGE,494,282,432,1613,4558,41,
EDGE,141,199,323,643,3397,37,
EDGE,323,852,693,1628,850,2,
EDGE,3,203,751,1593,188,29,
EDGE,855,769,414,1885,1544,0,
EDGE,378,836,836,581,2748,47,
EDGE,602,388,449,1718,660,21,
EDGE,20,924,706,104,3620,27,
EDGE,995,918,685,808,3507,17,
EDGE,94,75,14,1863,3269,23,
EDGE,306,888,89,1461,789,45,
EDGE,860,913,966,470,2361,0,
EDGE,827,457,555,673,873,25,
EDGE,628,837,945,1886,4895,17,
EDGE,790,633,481,95,4332,39,
EDGE,15,376,792,1160,1644,27,
EDGE,429,561,208,612,4588,9,
EDGE,386,547,744,1172,4675,39,
EDGE,414,163,398,1252,3811,50,
EDGE,15,540,240,1115,3600,35,
EDGE,568,532,920,1311,4684,7,
EDGE,483,541,699,1362,4025,50,
EDGE,629,74,373,72,3089,37,
EDGE,439,184,372,938,685,36,
EDGE,465,918,387,57,4921,15,
EDGE,129,22,966,188,1137,27,
EDGE,902,718,783,744,3773,40,
EDGE,534,591,573,1711,1580,24,
EDGE,15,309,81,1143,97,48,
EDGE,966,918,586,764,1190,4,
EDGE,802,472,370,697,4231,20,
EDGE,994,980,121,953,4036,29,
EDGE,297,723,93,1384,1180,31,
EDGE,303,394,617,388,661,6,
EDGE,554,689,817,1719,4567,9,
EDGE,287,94,624,1469,4901,25,
EDGE,962,141,447,555,1500,10,
EDGE,144,617,966,987,2788,32,
EDGE,601,76,461,119,2215,46,
EDGE,748,375,273,1886,1130,6,
EDGE,843,566,355,1404,2455,23,
EDGE,497,853,856,102,2662,27,
EDGE,798,517,130,15,4784,9,
EDGE,129,864,891,761,4120,0,
EDGE,727,588,19,1931,457,4,
EDGE,647,408,225,1905,2853,26,
EDGE,281,973,55,950,1456,13,
EDGE,847,139,286,1745,3900,11,
EDGE,515,166,942,1156,2737,46,
EDGE,906,806,287,20,528,5,
EDGE,497,532,668,1946,4282,11,
EDGE,164,705,269,1478,3757,15,
EDGE,92,139,430,158,3240,34,
EDGE,946,953,814,1591,3106,0,
EDGE,493,67,61,1620,2928,35,
EDGE,656,714,772,1953,533,5,
EDGE,118,588,381,12,1508,29,
EDGE,907,826,112,1681,755,20,
EDGE,190,437,83,1540,407,47,
EDGE,371,232,970,1683,3659,3,
EDGE,840,583,140,418,409,2,
EDGE,473,72,830,891,4913,20,
EDGE,696,15,5,1969,4013,16,
EDGE,927,717,850,1348,759,32,
EDGE,587,804,320,1160,2730,44,
EDGE,300,232,831,1332,1203,36,
EDGE,534,479,424,1224,4599,36,
EDGE,218,885,879,854,2873,8,
EDGE,609,263,286,1969,3918,49,
EDGE,118,423,857,1510,771,39,
EDGE,812,738,528,1905,1207,30,
EDGE,207,824,319,1670,4460,5,
EDGE,218,923,790,1495,629,2,
EDGE,264,340,47,324,2931,49,
EDGE,574,679,626,835,1866,43,
EDGE,187,70,480,1837,2481,13,
EDGE,994,902,803,1629,2998,28,
EDGE,262,536,783,1814,2032,21,
EDGE,892,940,156,871,4391,3,
EDGE,415,882,280,1127,3616,2,
EDGE,763,439,459,406,4869,35,
EDGE,224,734,258,1834,2504,34,
EDGE,515,199,561,631,1498,20,
EDGE,819,233,392,1896,2490,25,
EDGE,936,141,554,107,2760,21,
EDGE,54,456,836,919,2316,45,
EDGE,51,402,369,929,2798,22,
EDGE,81,372,984,823,1356,13,
EDGE,578,187,747,1698,129,38,
EDGE,34,553,960,692,2708,6,
EDGE,43,505,645,1443,2585,46,
EDGE,28,682,615,218,1963,6,
EDGE,973,85,103,957,4207,24,
EDGE,97,615,704,49,1215,21,
EDGE,824,302,722,1940,3696,43,
EDGE,398,55,704,1449,1501,10,
EDGE,649,24,416,1478,3088,14,
EDGE,322,837,942,1919,2245,44,
EDGE,963,85,699,372,55,5,
EDGE,682,138,187,906,2620,50,
EDGE,812,921,580,741,537,0,
EDGE,161,880,428,1565,465,5,
EDGE,327,113,346,449,1549,22,
EDGE,989,817,671,1415,4868,16,
EDGE,450,648,912,1274,2833,2,
EDGE,448,289,45,1967,4083,6,
EDGE,783,453,722,401,1107,29,
EDGE,609,563,51,1916,2948,45,
EDGE,760,604,691,759,279,14,
EDGE,682,769,850,144,444,0,
EDGE,402,294,981,1397,1821,19,
EDGE,791,738,13,426,4792,7,
EDGE,3,284,357,268,307,13,
EDGE,438,46,519,1262,2378,4,
EDGE,73,555,308,1293,818,14,
EDGE,669,344,902,1270,1477,34,
EDGE,367,354,779,1546,2045,23,
EDGE,702,580,349,310,424,23,
EDGE,397,72,35,131,3388,31,
EDGE,583,963,592,36,207,25,
EDGE,584,438,966,1881,4535,3,
EDGE,75,559,397,1478,3648,30,
EDGE,269,45,797,1434,2029,30,
EDGE,512,273,712,1403,1076,45,
EDGE,911,979,224,1366,1637,36,
EDGE,868,295,315,1199,3121,14,
EDGE,21,2,403,1015,3805,24,
EDGE,776,868,867,331,2787,20,
EDGE,8,223,165,1306,2900,0,
EDGE,74,505,218,787,2614,16,
EDGE,133,920,401,386,2391,6,
EDGE,470,550,261,386,4818,3,
EDGE,642,191,678,1949,4741,44,
EDGE,797,153,225,1626,1863,19,
EDGE,338,876,98,152,174,47,
EDGE,806,32,586,91,3505,43,
EDGE,47,364,251,21,4481,35,
EDGE,935,423,523,528,2040,0,
EDGE,155,907,925,248,774,24,
EDGE,402,454,226,1637,1164,39,
EDGE,949,6,289,1845,2790,29,
EDGE,342,772,898,1162,4608,50,
EDGE,556,461,332,1765,4683,11,
EDGE,89,175,608,1519,4912,49,
EDGE,433,319,172,819,430,14,
EDGE,976,863,247,868,1517,0,
EDGE,905,710,145,947,3081,22,
EDGE,533,191,80,533,3834,29,
EDGE,911,25,712,1230,1082,0,
EDGE,929,455,118,196,2870,10,
EDGE,231,730,770,1137,100,11,
EDGE,193,441,718,1970,1428,6,
EDGE,662,814,623,1495,1450,4,
EDGE,361,928,933,1084,1069,33,
EDGE,586,931,501,1490,85,43,
EDGE,374,579,97,898,921,49,
EDGE,114,515,448,443,4437,23,
EDGE,340,563,564,177,4871,20,
EDGE,582,767,475,1423,3903,10,
EDGE,720,707,97,791,4604,33,
EDGE,45,725,52,1546,2832,15,
EDGE,490,547,784,1665,4996,13,
EDGE,68,560,385,1256,1316,32,
EDGE,930,595,492,1851,1462,32,
EDGE,282,339,985,1816,2597,3,
EDGE,673,98,527,292,1427,46,
EDGE,772,488,167,12,492,11,
EDGE,564,218,630,613,4446,8,
EDGE,640,948,859,478,1158,42,
EDGE,968,159,61,526,776,17,
EDGE,285,498,286,1351,1781,46,
EDGE,134,946,768,1771,4349,47,
EDGE,112,67,432,1962,2998,36,
EDGE,616,727,201,1445,133,43,
EDGE,129,753,643,1514,156,8,
EDGE,36,649,213,113,2319,45,
EDGE,712,152,225,1755,1124,8,
EDGE,734,449,510,745,1091,44,
EDGE,896,105,250,773,1638,2,
EDGE,920,795,778,277,4173,5,
EDGE,427,343,908,106,3385,16,
EDGE,405,201,3,1407,520,22,
EDGE,732,812,610,482,3654,29,
EDGE,470,364,408,1859,4838,6,
EDGE,625,550,230,280,631,43,
EDGE,23,667,166,1235,784,26,
EDGE,699,904,833,1414,656,30,
EDGE,305,387,886,1255,384,10,
EDGE,596,767,979,1097,1837,7,
EDGE,966,804,30,549,2081,47,
EDGE,554,840,283,146,3221,25,
EDGE,166,154,582,176,1713,7,
EDGE,429,498,15,1036,507,23,
EDGE,415,570,907,764,3471,25,
EDGE,471,976,772,1806,382,24,
EDGE,239,717,404,1914,1303,5,
EDGE,584,524,824,816,3015,23,
EDGE,61,310,596,597,2136,19,
EDGE,671,37,452,1986,3584,25,
EDGE,201,701,314,1248,1594,45,
EDGE,230,581,427,714,119,19,
EDGE,662,619,386,352,3766,12,
EDGE,132,866,173,799,1153,27,
EDGE,903,854,121,191,2470,9,
EDGE,261,221,805,851,1175,47,
EDGE,351,963,671,1146,2676,17,
EDGE,689,154,104,1400,4266,32,
EDGE,651,907,978,90,4422,47,
EDGE,504,971,609,1956,853,47,
EDGE,637,952,418,312,2016,46,
EDGE,318,929,841,1466,743,42,
EDGE,615,584,700,788,2209,14,
EDGE,205,573,347,1658,2011,8,
EDGE,737,988,986,586,3825,11,
EDGE,910,374,683,127,3037,34,
EDGE,241,230,252,543,1707,2,
EDGE,828,706,247,168,694,45,
EDGE,854,374,869,1379,4383,31,
EDGE,415,28,383,1482,2237,23,
EDGE,884,478,798,1500,3248,44,
EDGE,577,691,276,1032,2760,50,
EDGE,464,411,601,1468,2247,46,
EDGE,790,965,924,1886,2798,12,
EDGE,369,990,246,904,3086,36,
EDGE,483,877,278,814,3217,46,
EDGE,608,795,515,792,570,27,
EDGE,213,927,288,269,697,11,
EDGE,351,292,379,55,4436,44,
EDGE,930,8,587,690,2559,32,
EDGE,89,834,350,389,3319,38,
EDGE,146,330,806,1935,3090,36,
EDGE,390,406,310,1739,3709,11,
EDGE,115,873,945,500,160,29,
EDGE,890,282,140,500,3064,49,
EDGE,734,602,122,554,1537,24,
EDGE,125,955,834,595,481,42,
EDGE,976,271,667,1125,4830,12,
EDGE,253,811,919,332,3453,7,
EDGE,308,795,325,1824,2580,13,
EDGE,735,829,58,937,4691,26,
EDGE,225,673,789,947,1901,6,
EDGE,984,929,698,1860,198,1,
EDGE,546,661,703,1506,1049,31,
EDGE,962,543,842,739,1418,9,
EDGE,954,123,82,764,4547,28,
EDGE,94,938,955,1150,2350,20,
EDGE,160,214,372,1680,2338,47,
EDGE,917,180,444,1831,4190,29,
EDGE,265,273,865,1403,4130,3,
EDGE,115,509,199,1326,1390,41,
EDGE,956,835,693,61,4383,26,
EDGE,815,349,897,1529,1259,14,
EDGE,926,455,474,937,1131,36,
EDGE,440,409,699,673,3381,12,
EDGE,199,479,4,238,2332,3,
EDGE,661,847,48,1904,2975,9,
EDGE,833,449,955,1109,565,1,
