edge_id,farm_a_id,farm_b_id,farm_a_x,farm_a_y,farm_b_x,farm_b_y,terrain_a,terrain_b,distance_km,terrain_cost,total_cost
3700,FARM004,FARM143,7.354,1.481,3.738,0.031,hilly,flat,3.896,1.3,5.065
3701,FARM098,FARM080,6.99,3.497,6.616,6.817,hilly,flat,3.341,1.3,4.343
3702,FARM024,FARM014,4.233,7.017,1.815,8.95,flat,rocky,3.096,1.8,5.573
3703,FARM018,FARM117,2.259,3.16,1.548,9.966,flat,rocky,6.843,1.8,12.317
3704,FARM142,FARM080,5.605,7.229,1.055,0.001,rocky,flat,8.541,1.8,15.374
3705,FARM065,FARM040,1.736,4.007,1.394,5.152,flat,rocky,1.195,1.8,2.151
3706,FARM122,FARM050,4.106,7.289,0.907,2.418,hilly,flat,5.828,1.3,7.576
3707,FARM119,FARM065,8.542,7.996,4.861,5.844,rocky,flat,4.264,1.8,7.675
3708,FARM124,FARM075,3.07,4.386,7.89,6.912,hilly,hilly,5.442,1.6,8.707
3709,FARM081,FARM009,6.303,7.08,1.73,4.268,hilly,flat,5.368,1.3,6.978
3710,FARM146,FARM111,9.137,5.789,3.901,5.38,rocky,flat,5.252,1.8,9.454
3711,FARM108,FARM058,3.278,9.155,5.249,8.771,rocky,flat,2.008,1.8,3.614
3712,FARM121,FARM047,1.241,4.378,1.367,5.173,hilly,rocky,0.805,2.1,1.691
3713,FARM032,FARM133,4.057,5.574,4.438,7.842,rocky,rocky,2.3,2.6,5.98
3714,FARM123,FARM088,6.466,9.892,5.774,6.686,rocky,flat,3.28,1.8,5.904
3715,FARM113,FARM032,5.233,0.528,1.498,7.518,hilly,flat,7.925,1.3,10.303
3716,FARM067,FARM057,2.264,3.686,1.542,6.378,rocky,flat,2.787,1.8,5.017
3717,FARM116,FARM081,8.39,8.938,0.347,5.363,rocky,hilly,8.802,2.1,18.484
3718,FARM037,FARM039,9.098,8.756,6.455,0.813,hilly,rocky,8.371,2.1,17.579
3719,FARM006,FARM091,6.397,5.934,1.046,8.427,hilly,rocky,5.903,2.1,12.396
3720,FARM047,FARM038,0.199,7.1,6.567,8.166,hilly,hilly,6.457,1.6,10.331
3721,FARM118,FARM142,6.386,9.715,2.138,3.962,flat,rocky,7.151,1.8,12.872
3722,FARM019,FARM105,8.749,7.316,9.544,5.334,flat,flat,2.135,1.0,2.135
3723,FARM103,FARM015,4.15,6.176,4.531,3.1,hilly,rocky,3.1,2.1,6.51
3724,FARM129,FARM015,6.52,1.5,5.897,2.312,hilly,flat,1.023,1.3,1.33
3725,FARM016,FARM024,4.199,5.746,4.645,8.199,rocky,rocky,2.493,2.6,6.482
3726,FARM085,FARM133,0.558,9.385,5.858,8.539,rocky,hilly,5.367,2.1,11.271
3727,FARM094,FARM087,7.099,1.417,0.0,1.564,rocky,flat,7.101,1.8,12.782
3728,FARM076,FARM135,3.679,6.864,7.544,8.739,rocky,hilly,4.296,2.1,9.022
3729,FARM062,FARM030,9.793,4.253,7.846,8.535,rocky,flat,4.704,1.8,8.467
3730,FARM140,FARM084,6.446,8.435,8.581,1.861,hilly,flat,6.912,1.3,8.986
3731,FARM025,FARM107,5.908,1.231,7.776,0.092,rocky,flat,2.188,1.8,3.938
3732,FARM136,FARM078,3.041,7.915,2.863,9.582,hilly,flat,1.676,1.3,2.179
3733,FARM011,FARM028,1.622,0.96,0.631,7.502,hilly,hilly,6.617,1.6,10.587
3734,FARM103,FARM133,3.61,9.922,0.673,4.587,hilly,flat,6.09,1.3,7.917
3735,FARM016,FARM150,9.217,7.71,2.358,2.628,rocky,hilly,8.537,2.1,17.928
3736,FARM127,FARM040,6.171,6.296,8.466,6.712,flat,hilly,2.332,1.3,3.032
3737,FARM035,FARM146,5.585,9.073,6.76,0.945,hilly,rocky,8.212,2.1,17.245
3738,FARM061,FARM136,1.239,7.914,3.475,0.332,hilly,rocky,7.905,2.1,16.601
3739,FARM014,FARM085,3.269,9.148,2.724,2.121,hilly,flat,7.048,1.3,9.162
3740,FARM030,FARM120,6.085,9.709,9.108,4.214,flat,hilly,6.272,1.3,8.154
3741,FARM024,FARM088,5.9,8.241,9.312,8.039,rocky,rocky,3.418,2.6,8.887
3742,FARM096,FARM129,6.361,4.362,2.694,3.13,flat,rocky,3.868,1.8,6.962
3743,FARM056,FARM125,8.899,0.003,7.133,9.308,hilly,flat,9.471,1.3,12.312
3744,FARM004,FARM045,6.745,8.344,8.825,4.531,hilly,hilly,4.343,1.6,6.949
3745,FARM147,FARM117,8.772,4.031,5.978,5.796,hilly,rocky,3.305,2.1,6.941
3746,FARM017,FARM149,6.565,1.347,5.87,7.821,flat,flat,6.511,1.0,6.511
3747,FARM043,FARM124,7.317,1.453,6.967,8.188,rocky,hilly,6.744,2.1,14.162
3748,FARM147,FARM045,1.362,7.739,5.403,7.175,rocky,rocky,4.08,2.6,10.608
3749,FARM093,FARM066,9.501,8.211,2.721,9.476,hilly,rocky,6.897,2.1,14.484
3750,FARM025,FARM038,2.978,2.591,0.318,8.147,flat,flat,6.16,1.0,6.16
3751,FARM059,FARM044,4.09,3.887,1.683,5.357,rocky,rocky,2.82,2.6,7.332
3752,FARM058,FARM073,1.47,8.491,7.025,9.728,hilly,hilly,5.691,1.6,9.106
3753,FARM050,FARM144,8.894,8.651,6.04,3.206,flat,hilly,6.148,1.3,7.992
3754,FARM126,FARM031,5.046,6.547,4.646,6.357,hilly,flat,0.443,1.3,0.576
3755,FARM137,FARM121,5.519,7.131,7.529,6.998,rocky,rocky,2.014,2.6,5.236
3756,FARM139,FARM034,8.736,9.068,4.737,0.512,rocky,flat,9.444,1.8,16.999
3757,FARM048,FARM149,6.501,4.187,3.553,3.629,rocky,hilly,3.0,2.1,6.3
3758,FARM086,FARM076,7.612,7.513,8.56,4.505,flat,flat,3.154,1.0,3.154
3759,FARM144,FARM114,8.576,8.091,3.131,8.522,rocky,rocky,5.462,2.6,14.201
3760,FARM062,FARM144,6.429,7.804,3.099,8.714,rocky,rocky,3.452,2.6,8.975
3761,FARM127,FARM070,4.499,1.864,5.472,2.313,flat,hilly,1.072,1.3,1.394
3762,FARM035,FARM018,8.251,1.408,5.343,5.836,rocky,rocky,5.298,2.6,13.775
3763,FARM144,FARM061,9.106,0.254,8.287,4.607,rocky,hilly,4.429,2.1,9.301
3764,FARM007,FARM126,7.537,1.142,4.141,8.792,flat,hilly,8.37,1.3,10.881
3765,FARM139,FARM003,1.06,2.322,4.154,0.58,rocky,hilly,3.551,2.1,7.457
3766,FARM110,FARM063,2.249,9.044,7.671,2.312,flat,hilly,8.644,1.3,11.237
3767,FARM112,FARM058,7.843,8.725,0.066,6.164,rocky,hilly,8.188,2.1,17.195
3768,FARM127,FARM034,4.639,7.744,9.506,3.542,rocky,flat,6.43,1.8,11.574
3769,FARM071,FARM053,6.305,1.86,7.891,3.133,rocky,flat,2.034,1.8,3.661
3770,FARM035,FARM115,7.865,4.674,7.806,9.457,flat,flat,4.783,1.0,4.783
3771,FARM014,FARM013,6.714,8.269,4.192,5.655,hilly,rocky,3.632,2.1,7.627
3772,FARM040,FARM002,9.249,9.362,6.576,8.548,hilly,rocky,2.794,2.1,5.867
3773,FARM134,FARM129,9.493,3.989,0.683,6.451,hilly,rocky,9.148,2.1,19.211
3774,FARM004,FARM101,9.233,2.325,7.286,9.012,hilly,hilly,6.965,1.6,11.144
3775,FARM036,FARM020,5.351,7.607,8.958,8.518,rocky,flat,3.72,1.8,6.696
3776,FARM122,FARM100,8.701,4.271,0.886,6.332,rocky,hilly,8.082,2.1,16.972
3777,FARM035,FARM150,1.703,7.56,6.517,1.873,flat,rocky,7.451,1.8,13.412
3778,FARM068,FARM014,5.661,8.039,4.231,4.699,hilly,rocky,3.633,2.1,7.629
3779,FARM088,FARM048,9.518,9.95,1.046,1.846,flat,hilly,11.724,1.3,15.241
3780,FARM008,FARM082,9.049,5.569,9.103,6.902,hilly,rocky,1.334,2.1,2.801
3781,FARM057,FARM135,3.985,5.703,5.378,8.23,hilly,hilly,2.886,1.6,4.618
3782,FARM149,FARM003,7.358,0.24,7.093,2.31,rocky,hilly,2.087,2.1,4.383
3783,FARM092,FARM120,0.95,4.053,9.277,5.659,hilly,flat,8.48,1.3,11.024
3784,FARM046,FARM080,2.076,0.247,4.674,1.795,hilly,rocky,3.024,2.1,6.35
3785,FARM033,FARM129,1.308,8.563,7.418,1.36,hilly,hilly,9.445,1.6,15.112
3786,FARM047,FARM131,1.583,1.407,8.472,5.186,hilly,rocky,7.857,2.1,16.5
3787,FARM061,FARM126,3.682,4.403,1.945,5.117,rocky,rocky,1.878,2.6,4.883
3788,FARM086,FARM084,7.121,4.894,7.396,6.226,hilly,flat,1.36,1.3,1.768
3789,FARM013,FARM135,3.146,2.37,2.925,4.447,flat,rocky,2.089,1.8,3.76
3790,FARM036,FARM144,6.636,9.966,4.53,2.089,hilly,hilly,8.154,1.6,13.046
3791,FARM142,FARM037,5.374,7.262,0.719,6.965,hilly,rocky,4.664,2.1,9.794
3792,FARM085,FARM145,6.341,6.689,9.238,7.516,hilly,rocky,3.013,2.1,6.327
3793,FARM134,FARM002,9.285,8.74,7.396,0.519,hilly,hilly,8.435,1.6,13.496
3794,FARM074,FARM035,2.339,1.656,7.686,0.467,hilly,rocky,5.478,2.1,11.504
3795,FARM135,FARM052,5.782,1.45,1.63,0.593,flat,flat,4.24,1.0,4.24
3796,FARM114,FARM098,1.613,2.303,9.765,7.95,rocky,rocky,9.917,2.6,25.784
3797,FARM091,FARM045,4.304,4.538,4.612,2.839,flat,rocky,1.727,1.8,3.109
3798,FARM141,FARM143,0.185,9.421,2.025,0.481,rocky,hilly,9.127,2.1,19.167
3799,FARM145,FARM064,7.727,9.937,9.541,8.683,flat,rocky,2.205,1.8,3.969
3800,FARM006,FARM004,7.655,5.864,5.225,9.301,rocky,hilly,4.209,2.1,8.839
3801,FARM075,FARM101,0.269,4.992,9.775,2.65,hilly,flat,9.79,1.3,12.727
3802,FARM058,FARM058,4.937,3.757,9.608,3.607,flat,flat,4.673,1.0,4.673
3803,FARM128,FARM001,4.578,4.267,2.94,3.814,flat,flat,1.699,1.0,1.699
3804,FARM008,FARM015,2.339,5.448,8.155,8.348,hilly,flat,6.499,1.3,8.449
3805,FARM049,FARM062,4.479,8.625,3.172,1.228,rocky,hilly,7.512,2.1,15.775
3806,FARM077,FARM092,0.301,8.437,1.471,5.863,rocky,rocky,2.827,2.6,7.35
3807,FARM134,FARM006,9.824,1.028,8.884,5.392,flat,hilly,4.464,1.3,5.803
3808,FARM064,FARM040,2.006,4.715,2.237,1.361,hilly,flat,3.362,1.3,4.371
3809,FARM030,FARM134,4.121,7.497,3.899,9.28,flat,flat,1.797,1.0,1.797
3810,FARM073,FARM088,7.053,3.309,7.997,3.091,rocky,rocky,0.969,2.6,2.519
3811,FARM087,FARM133,5.833,6.722,6.906,9.385,flat,rocky,2.871,1.8,5.168
3812,FARM037,FARM026,4.24,8.847,4.857,3.248,flat,rocky,5.633,1.8,10.139
3813,FARM141,FARM141,6.657,7.776,5.9,5.83,rocky,hilly,2.088,2.1,4.385
3814,FARM140,FARM069,0.433,1.576,7.651,1.477,flat,hilly,7.219,1.3,9.385
3815,FARM116,FARM037,7.209,3.364,6.674,0.326,rocky,flat,3.085,1.8,5.553
3816,FARM142,FARM038,7.334,5.912,2.55,9.037,rocky,rocky,5.714,2.6,14.856
3817,FARM142,FARM144,5.639,0.783,5.844,4.169,hilly,flat,3.392,1.3,4.41
3818,FARM016,FARM112,9.108,4.82,7.036,6.286,hilly,hilly,2.538,1.6,4.061
3819,FARM103,FARM108,0.776,1.339,9.799,6.639,rocky,hilly,10.464,2.1,21.974
3820,FARM006,FARM009,9.928,6.074,8.282,5.312,flat,flat,1.814,1.0,1.814
3821,FARM065,FARM068,8.689,7.677,5.618,2.778,rocky,rocky,5.782,2.6,15.033
3822,FARM095,FARM106,0.845,8.272,6.485,2.28,rocky,hilly,8.229,2.1,17.281
3823,FARM082,FARM047,5.296,2.647,1.001,9.19,rocky,rocky,7.827,2.6,20.35
3824,FARM041,FARM014,8.772,8.513,0.929,1.997,hilly,flat,10.197,1.3,13.256
3825,FARM091,FARM102,3.818,1.187,3.511,9.453,flat,hilly,8.272,1.3,10.754
3826,FARM129,FARM011,4.447,0.864,3.547,4.415,rocky,hilly,3.663,2.1,7.692
3827,FARM108,FARM038,7.237,0.0,8.497,2.518,hilly,flat,2.816,1.3,3.661
3828,FARM078,FARM015,0.559,7.571,9.095,7.466,hilly,flat,8.537,1.3,11.098
3829,FARM054,FARM049,3.751,8.26,1.642,2.035,flat,rocky,6.573,1.8,11.831
3830,FARM134,FARM074,7.814,4.625,6.515,0.317,hilly,rocky,4.5,2.1,9.45
3831,FARM031,FARM150,0.964,8.73,4.22,1.165,flat,flat,8.236,1.0,8.236
3832,FARM095,FARM120,3.767,6.991,3.095,1.933,flat,flat,5.102,1.0,5.102
3833,FARM005,FARM134,4.961,8.026,6.893,3.785,hilly,flat,4.66,1.3,6.058
3834,FARM045,FARM089,6.202,3.119,5.766,4.018,hilly,rocky,0.999,2.1,2.098
3835,FARM046,FARM054,2.225,2.923,3.039,2.527,flat,hilly,0.905,1.3,1.177
3836,FARM055,FARM008,1.474,5.265,2.563,2.718,flat,rocky,2.77,1.8,4.986
3837,FARM001,FARM115,6.289,8.483,4.603,8.815,flat,flat,1.718,1.0,1.718
3838,FARM101,FARM111,4.687,7.036,8.159,6.067,flat,rocky,3.605,1.8,6.489
3839,FARM010,FARM114,6.709,5.471,6.876,0.935,rocky,flat,4.539,1.8,8.17
3840,FARM061,FARM104,9.51,4.834,9.713,9.365,flat,hilly,4.536,1.3,5.897
3841,FARM149,FARM058,9.758,9.076,9.658,5.442,hilly,hilly,3.635,1.6,5.816
3842,FARM008,FARM024,3.773,6.37,2.394,4.616,flat,hilly,2.231,1.3,2.9
3843,FARM088,FARM018,0.414,9.328,5.354,0.147,rocky,hilly,10.426,2.1,21.895
3844,FARM096,FARM010,8.157,6.637,9.324,1.713,hilly,rocky,5.06,2.1,10.626
3845,FARM119,FARM030,3.746,8.395,5.099,6.124,flat,flat,2.643,1.0,2.643
3846,FARM112,FARM014,4.788,3.843,5.347,5.196,hilly,flat,1.464,1.3,1.903
3847,FARM140,FARM128,2.254,5.326,9.924,6.456,rocky,rocky,7.753,2.6,20.158
3848,FARM148,FARM011,2.03,9.875,9.141,6.044,hilly,rocky,8.077,2.1,16.962
3849,FARM070,FARM028,4.727,7.391,8.453,9.064,rocky,rocky,4.084,2.6,10.618
3850,FARM121,FARM146,6.226,1.438,9.696,7.907,rocky,flat,7.341,1.8,13.214
3851,FARM103,FARM028,4.982,5.473,5.333,2.653,rocky,rocky,2.842,2.6,7.389
3852,FARM116,FARM077,2.698,3.886,3.752,3.601,hilly,hilly,1.092,1.6,1.747
3853,FARM084,FARM120,7.773,9.648,9.711,4.843,hilly,flat,5.181,1.3,6.735
3854,FARM007,FARM140,2.356,9.109,0.119,0.454,rocky,rocky,8.939,2.6,23.241
3855,FARM141,FARM029,6.225,0.252,4.013,9.099,rocky,hilly,9.119,2.1,19.15
3856,FARM118,FARM057,1.571,2.517,8.772,2.549,flat,rocky,7.201,1.8,12.962
3857,FARM050,FARM084,0.843,1.339,3.042,5.039,rocky,rocky,4.304,2.6,11.19
3858,FARM058,FARM143,5.386,7.551,6.617,9.897,hilly,flat,2.649,1.3,3.444
3859,FARM088,FARM136,4.73,4.676,3.536,8.133,rocky,hilly,3.657,2.1,7.68
3860,FARM103,FARM092,3.988,0.803,0.336,7.794,rocky,rocky,7.887,2.6,20.506
3861,FARM013,FARM147,9.574,2.493,2.084,3.099,rocky,hilly,7.514,2.1,15.779
3862,FARM056,FARM113,5.171,7.025,3.188,0.204,rocky,hilly,7.103,2.1,14.916
3863,FARM072,FARM028,5.16,7.963,8.606,3.792,flat,rocky,5.41,1.8,9.738
3864,FARM096,FARM113,8.766,6.106,4.529,9.328,rocky,flat,5.323,1.8,9.581
3865,FARM075,FARM147,1.501,6.34,2.289,1.631,rocky,flat,4.774,1.8,8.593
3866,FARM087,FARM087,0.571,5.154,4.148,7.263,flat,rocky,4.152,1.8,7.474
3867,FARM094,FARM093,8.046,0.303,3.768,7.603,hilly,rocky,8.461,2.1,17.768
3868,FARM107,FARM027,4.502,0.607,3.501,2.165,hilly,hilly,1.852,1.6,2.963
3869,FARM135,FARM146,7.499,3.925,0.531,9.879,flat,hilly,9.165,1.3,11.914
3870,FARM076,FARM039,8.774,3.571,0.746,6.921,rocky,rocky,8.699,2.6,22.617
3871,FARM142,FARM053,8.626,9.117,3.926,4.963,hilly,flat,6.273,1.3,8.155
3872,FARM145,FARM122,1.34,7.981,9.719,4.651,rocky,flat,9.016,1.8,16.229
3873,FARM094,FARM135,1.05,5.979,0.903,9.689,rocky,flat,3.713,1.8,6.683
3874,FARM068,FARM074,3.77,4.783,9.177,0.869,flat,hilly,6.675,1.3,8.678
3875,FARM050,FARM018,2.958,9.595,4.096,6.22,flat,rocky,3.562,1.8,6.412
3876,FARM119,FARM002,8.255,9.124,9.952,4.512,flat,flat,4.914,1.0,4.914
3877,FARM103,FARM109,0.912,4.441,8.588,8.148,flat,rocky,8.524,1.8,15.343
3878,FARM112,FARM091,6.934,4.358,4.341,2.012,rocky,flat,3.497,1.8,6.295
3879,FARM032,FARM146,1.762,5.567,1.627,7.118,rocky,hilly,1.557,2.1,3.27
3880,FARM072,FARM076,2.453,8.824,7.598,1.437,flat,flat,9.002,1.0,9.002
3881,FARM105,FARM018,1.69,9.598,4.895,2.567,flat,hilly,7.727,1.3,10.045
3882,FARM046,FARM126,6.254,4.621,2.986,2.714,hilly,flat,3.784,1.3,4.919
3883,FARM062,FARM149,7.346,6.325,5.061,5.678,rocky,hilly,2.375,2.1,4.987
3884,FARM065,FARM068,4.355,7.056,6.333,5.155,flat,hilly,2.743,1.3,3.566
3885,FARM139,FARM024,6.246,8.324,4.453,1.162,flat,rocky,7.383,1.8,13.289
3886,FARM053,FARM150,5.711,9.907,2.654,0.567,hilly,hilly,9.828,1.6,15.725
3887,FARM065,FARM140,3.616,7.645,8.298,9.186,rocky,flat,4.929,1.8,8.872
3888,FARM131,FARM069,6.832,6.008,4.12,9.644,hilly,flat,4.536,1.3,5.897
3889,FARM112,FARM073,0.835,5.673,1.208,4.501,hilly,flat,1.23,1.3,1.599
3890,FARM087,FARM081,0.309,4.749,4.207,6.272,rocky,hilly,4.185,2.1,8.788
3891,FARM057,FARM061,0.35,7.085,1.593,7.825,flat,rocky,1.447,1.8,2.605
3892,FARM092,FARM086,9.243,4.575,6.001,2.124,rocky,flat,4.064,1.8,7.315
3893,FARM044,FARM062,9.249,8.117,4.397,2.978,flat,hilly,7.068,1.3,9.188
3894,FARM084,FARM085,4.601,3.132,1.436,0.865,rocky,rocky,3.893,2.6,10.122
3895,FARM035,FARM017,1.978,2.863,9.766,0.198,flat,hilly,8.231,1.3,10.7
3896,FARM052,FARM068,7.444,9.196,9.365,1.086,hilly,rocky,8.334,2.1,17.501
3897,FARM126,FARM116,3.493,3.246,8.301,5.879,flat,hilly,5.482,1.3,7.127
3898,FARM073,FARM027,1.492,6.928,2.331,3.432,hilly,flat,3.595,1.3,4.674
3899,FARM098,FARM094,4.029,9.491,6.582,8.483,flat,flat,2.745,1.0,2.745
3900,FARM132,FARM101,2.626,0.109,3.88,7.004,hilly,rocky,7.008,2.1,14.717
3901,FARM145,FARM042,1.215,5.891,6.797,4.369,hilly,flat,5.786,1.3,7.522
3902,FARM136,FARM022,5.769,4.695,6.56,9.072,hilly,hilly,4.448,1.6,7.117
3903,FARM036,FARM143,3.254,1.511,7.457,0.305,rocky,rocky,4.373,2.6,11.37
3904,FARM034,FARM015,2.14,7.301,9.018,1.036,hilly,flat,9.304,1.3,12.095
3905,FARM118,FARM124,6.184,6.889,4.59,0.579,hilly,rocky,6.508,2.1,13.667
3906,FARM100,FARM086,0.773,6.314,4.845,6.155,hilly,rocky,4.075,2.1,8.558
3907,FARM110,FARM112,0.919,3.183,0.68,1.241,hilly,rocky,1.957,2.1,4.11
3908,FARM092,FARM087,0.53,6.726,7.519,7.674,rocky,flat,7.053,1.8,12.695
3909,FARM085,FARM013,4.584,1.537,0.02,2.651,flat,hilly,4.698,1.3,6.107
3910,FARM102,FARM019,6.229,9.356,9.21,6.817,hilly,flat,3.916,1.3,5.091
3911,FARM114,FARM023,3.634,5.898,3.732,3.455,hilly,rocky,2.445,2.1,5.135
3912,FARM112,FARM013,8.494,7.393,6.081,7.329,rocky,flat,2.414,1.8,4.345
3913,FARM109,FARM145,0.214,5.807,0.74,8.428,rocky,rocky,2.673,2.6,6.95
3914,FARM004,FARM017,5.485,3.927,4.568,3.379,hilly,rocky,1.068,2.1,2.243
3915,FARM063,FARM049,9.567,5.453,5.349,8.566,flat,hilly,5.242,1.3,6.815
3916,FARM079,FARM031,3.288,2.977,3.351,2.998,rocky,rocky,0.066,2.6,0.172
3917,FARM002,FARM078,0.304,2.833,3.19,1.916,rocky,hilly,3.028,2.1,6.359
3918,FARM036,FARM066,2.381,0.889,9.181,1.29,rocky,hilly,6.812,2.1,14.305
3919,FARM122,FARM129,9.312,5.106,7.681,7.247,rocky,rocky,2.691,2.6,6.997
3920,FARM086,FARM057,7.943,2.141,8.85,9.072,rocky,flat,6.99,1.8,12.582
3921,FARM103,FARM015,1.902,4.044,8.712,4.187,rocky,rocky,6.812,2.6,17.711
3922,FARM022,FARM128,9.976,6.989,1.049,6.681,hilly,rocky,8.932,2.1,18.757
3923,FARM033,FARM087,8.594,2.556,5.243,1.595,rocky,hilly,3.486,2.1,7.321
3924,FARM097,FARM121,5.409,5.832,3.252,9.312,rocky,hilly,4.094,2.1,8.597
3925,FARM052,FARM089,7.813,5.274,9.531,7.357,hilly,rocky,2.7,2.1,5.67
3926,FARM022,FARM110,7.687,1.689,6.535,8.94,flat,hilly,7.342,1.3,9.545
3927,FARM116,FARM102,6.106,1.636,6.915,1.414,hilly,rocky,0.839,2.1,1.762
3928,FARM091,FARM008,9.778,6.204,5.265,3.932,flat,rocky,5.053,1.8,9.095
3929,FARM122,FARM127,3.752,8.729,2.558,6.504,rocky,flat,2.525,1.8,4.545
3930,FARM117,FARM083,5.006,2.945,8.963,5.425,flat,hilly,4.67,1.3,6.071
3931,FARM057,FARM121,2.298,2.865,2.556,1.019,rocky,flat,1.864,1.8,3.355
3932,FARM105,FARM026,6.437,5.053,7.009,5.992,rocky,rocky,1.1,2.6,2.86
3933,FARM082,FARM055,5.488,4.17,0.131,7.177,flat,flat,6.143,1.0,6.143
3934,FARM049,FARM100,5.227,2.934,1.87,7.427,rocky,flat,5.609,1.8,10.096
3935,FARM092,FARM084,3.87,0.708,7.118,4.833,flat,flat,5.25,1.0,5.25
3936,FARM123,FARM025,6.245,3.138,3.925,0.618,flat,flat,3.425,1.0,3.425
3937,FARM086,FARM016,9.707,7.104,8.301,2.029,hilly,rocky,5.266,2.1,11.059
3938,FARM141,FARM023,0.342,1.495,1.525,6.842,hilly,hilly,5.476,1.6,8.762
3939,FARM088,FARM016,3.539,5.493,5.438,6.374,rocky,rocky,2.093,2.6,5.442
3940,FARM114,FARM072,8.029,0.477,6.859,9.236,flat,rocky,8.837,1.8,15.907
3941,FARM018,FARM136,7.696,6.931,3.404,0.673,rocky,hilly,7.588,2.1,15.935
3942,FARM083,FARM143,5.381,4.051,2.609,4.226,hilly,flat,2.778,1.3,3.611
3943,FARM024,FARM031,8.377,7.113,8.492,1.563,rocky,flat,5.551,1.8,9.992
3944,FARM047,FARM090,1.528,4.423,7.715,1.851,hilly,rocky,6.7,2.1,14.07
3945,FARM004,FARM136,9.488,4.618,3.668,8.644,rocky,hilly,7.077,2.1,14.862
3946,FARM130,FARM055,1.422,9.752,0.561,7.492,flat,flat,2.418,1.0,2.418
3947,FARM115,FARM006,2.614,7.416,0.833,8.937,rocky,hilly,2.342,2.1,4.918
3948,FARM041,FARM110,8.294,8.784,0.08,3.189,flat,hilly,9.939,1.3,12.921
3949,FARM090,FARM105,7.539,6.697,4.671,5.167,flat,flat,3.251,1.0,3.251
3950,FARM048,FARM086,1.931,6.042,2.876,4.882,hilly,rocky,1.496,2.1,3.142
3951,FARM100,FARM115,0.85,4.29,4.963,6.807,hilly,flat,4.822,1.3,6.269
3952,FARM055,FARM070,0.43,5.516,9.284,2.211,flat,rocky,9.451,1.8,17.012
3953,FARM058,FARM084,6.465,7.173,2.336,4.843,hilly,rocky,4.741,2.1,9.956
3954,FARM134,FARM004,1.024,9.846,8.205,2.824,hilly,flat,10.044,1.3,13.057
3955,FARM005,FARM092,0.363,3.581,8.543,1.174,flat,flat,8.527,1.0,8.527
3956,FARM046,FARM088,3.218,0.588,0.582,1.239,hilly,rocky,2.715,2.1,5.702
3957,FARM060,FARM120,2.13,4.573,5.377,2.421,rocky,hilly,3.895,2.1,8.18
3958,FARM105,FARM088,6.128,5.204,3.35,7.537,rocky,rocky,3.628,2.6,9.433
3959,FARM062,FARM016,8.454,7.966,6.441,9.345,hilly,rocky,2.44,2.1,5.124
3960,FARM050,FARM134,9.257,5.977,9.959,7.064,hilly,rocky,1.294,2.1,2.717
3961,FARM120,FARM055,3.259,6.569,6.39,2.268,hilly,rocky,5.32,2.1,11.172
3962,FARM013,FARM109,5.852,5.989,0.537,7.514,rocky,flat,5.529,1.8,9.952
3963,FARM149,FARM145,1.112,5.369,4.759,7.763,flat,rocky,4.363,1.8,7.853
3964,FARM147,FARM088,7.508,1.765,2.736,8.812,flat,rocky,8.511,1.8,15.32
3965,FARM079,FARM055,3.829,2.18,2.312,5.24,flat,rocky,3.415,1.8,6.147
3966,FARM084,FARM133,4.435,7.902,9.069,9.168,hilly,flat,4.804,1.3,6.245
3967,FARM027,FARM012,0.314,5.477,8.99,7.039,flat,hilly,8.815,1.3,11.46
3968,FARM055,FARM107,9.247,0.135,9.705,7.403,rocky,flat,7.282,1.8,13.108
3969,FARM001,FARM072,4.121,1.256,5.439,5.802,rocky,rocky,4.733,2.6,12.306
3970,FARM105,FARM108,9.092,1.425,7.708,8.309,flat,hilly,7.022,1.3,9.129
3971,FARM110,FARM088,3.464,4.494,8.352,3.941,flat,rocky,4.919,1.8,8.854
3972,FARM140,FARM123,1.811,5.022,5.765,7.261,hilly,rocky,4.544,2.1,9.542
3973,FARM072,FARM109,4.329,9.346,2.346,5.195,flat,rocky,4.6,1.8,8.28
3974,FARM011,FARM025,7.523,0.933,1.475,1.794,hilly,rocky,6.109,2.1,12.829
3975,FARM036,FARM011,0.958,4.01,3.642,8.657,flat,rocky,5.366,1.8,9.659
3976,FARM128,FARM071,2.448,6.5,4.175,2.451,flat,flat,4.402,1.0,4.402
3977,FARM018,FARM125,9.536,2.661,6.49,3.946,flat,rocky,3.306,1.8,5.951
3978,FARM045,FARM054,4.856,3.469,3.931,1.009,flat,hilly,2.628,1.3,3.416
3979,FARM109,FARM107,2.143,4.667,9.255,4.554,rocky,flat,7.113,1.8,12.803
3980,FARM003,FARM046,6.82,9.595,9.737,0.241,hilly,rocky,9.798,2.1,20.576
3981,FARM023,FARM114,8.725,0.326,1.498,8.3,rocky,hilly,10.762,2.1,22.6
3982,FARM065,FARM019,6.414,1.458,3.172,6.162,hilly,rocky,5.713,2.1,11.997
3983,FARM013,FARM076,1.958,9.324,9.219,3.57,rocky,hilly,9.264,2.1,19.454
3984,FARM091,FARM045,7.616,8.005,0.651,7.055,flat,rocky,7.029,1.8,12.652
3985,FARM065,FARM068,7.355,2.571,7.802,6.755,hilly,hilly,4.208,1.6,6.733
3986,FARM138,FARM067,0.625,1.235,4.089,8.455,hilly,hilly,8.008,1.6,12.813
